datetime,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,is_day,sunshine_duration
2025-07-31 00:00:00,18.5,78,14.6,19.6,0.0,0.0,1014.5,1003.3,0,2.7,180,7.6,0,0.0
2025-07-31 01:00:00,18.1,80,14.6,19.4,0.0,0.0,1014.4,1003.2,0,1.3,188,6.8,0,0.0
2025-07-31 02:00:00,17.6,83,14.7,19.0,0.0,0.0,1014.3,1003.1,0,0.8,207,4.0,0,0.0
2025-07-31 03:00:00,17.1,86,14.8,18.5,0.0,0.0,1014.1,1002.8,0,1.0,225,4.0,0,0.0
2025-07-31 04:00:00,16.6,89,14.8,18.0,0.0,0.0,1014.3,1003.0,1,1.3,225,4.3,0,0.0
2025-07-31 05:00:00,16.0,96,15.4,17.7,0.0,0.0,1014.5,1003.2,10,1.0,225,4.0,0,0.0
2025-07-31 06:00:00,16.6,93,15.5,18.1,0.0,0.0,1015.1,1003.8,23,2.2,194,7.6,1,1646.38
2025-07-31 07:00:00,18.4,84,15.6,19.8,0.0,0.0,1015.5,1004.3,32,3.5,165,14.0,1,3600.0
2025-07-31 08:00:00,20.7,72,15.4,22.0,0.0,0.0,1015.8,1004.7,7,3.4,164,16.6,1,3600.0
2025-07-31 09:00:00,23.3,60,15.2,24.9,0.0,0.0,1015.7,1004.7,2,2.8,162,17.3,1,3600.0
2025-07-31 10:00:00,26.3,49,14.9,28.8,0.0,0.0,1015.4,1004.5,0,3.8,169,19.1,1,3600.0
2025-07-31 11:00:00,29.1,41,14.5,31.9,0.0,0.0,1015.1,1004.3,0,5.8,182,23.0,1,3600.0
2025-07-31 12:00:00,31.2,36,14.3,33.7,0.0,0.0,1014.5,1003.7,0,8.3,198,27.4,1,3600.0
2025-07-31 13:00:00,31.7,36,14.7,33.9,0.0,0.0,1014.3,1003.6,0,11.1,211,32.4,1,3600.0
2025-07-31 14:00:00,31.2,36,14.3,32.7,0.0,0.0,1014.0,1003.3,1,11.8,218,33.8,1,3600.0
2025-07-31 15:00:00,30.5,36,13.5,31.2,0.0,0.0,1013.4,1002.6,0,11.3,219,33.8,1,3600.0
2025-07-31 16:00:00,28.9,40,13.8,28.8,0.0,0.0,1013.3,1002.5,0,11.2,222,32.0,1,3600.0
2025-07-31 17:00:00,26.8,47,14.7,26.7,0.0,0.0,1013.3,1002.4,0,10.9,214,29.5,1,3600.0
2025-07-31 18:00:00,24.5,54,14.6,24.8,0.0,0.0,1014.0,1003.0,1,8.4,215,29.2,1,3600.0
2025-07-31 19:00:00,22.6,61,14.8,23.3,0.0,0.0,1014.5,1003.4,2,6.1,212,22.3,0,1491.69
2025-07-31 20:00:00,21.3,67,14.9,22.2,0.0,0.0,1015.0,1003.9,0,5.1,212,16.2,0,0.0
2025-07-31 21:00:00,20.5,70,14.9,21.5,0.0,0.0,1015.6,1004.4,1,4.2,190,13.7,0,0.0
2025-07-31 22:00:00,19.9,74,15.1,20.8,0.0,0.0,1016.1,1004.9,1,4.8,169,12.2,0,0.0
2025-07-31 23:00:00,19.3,78,15.4,20.3,0.0,0.0,1016.7,1005.5,0,5.1,163,13.0,0,0.0
2025-08-01 00:00:00,18.6,83,15.6,19.9,0.0,0.0,1017.0,1005.8,0,4.3,163,12.2,0,0.0
2025-08-01 01:00:00,17.9,86,15.6,19.2,0.0,0.0,1016.7,1005.4,1,4.1,165,10.8,0,0.0
2025-08-01 02:00:00,17.3,90,15.7,18.7,0.0,0.0,1016.8,1005.5,2,3.4,164,9.7,0,0.0
2025-08-01 03:00:00,16.9,92,15.7,18.3,0.0,0.0,1017.0,1005.7,2,3.4,162,8.6,0,0.0
2025-08-01 04:00:00,16.5,95,15.7,18.0,0.0,0.0,1017.4,1006.1,22,3.1,167,9.0,0,0.0
2025-08-01 05:00:00,16.2,97,15.7,17.5,0.0,0.0,1017.6,1006.3,100,4.0,170,11.5,0,0.0
2025-08-01 06:00:00,16.2,97,15.7,17.6,0.0,0.0,1018.0,1006.7,100,3.1,170,11.2,1,671.42
2025-08-01 07:00:00,17.3,90,15.7,18.7,0.0,0.0,1018.5,1007.2,99,3.3,171,13.7,1,3600.0
2025-08-01 08:00:00,19.4,78,15.4,20.8,0.0,0.0,1018.6,1007.4,59,3.1,170,15.8,1,3600.0
2025-08-01 09:00:00,22.0,65,15.2,23.2,0.0,0.0,1018.4,1007.3,24,3.6,189,18.4,1,3600.0
2025-08-01 10:00:00,24.9,53,14.8,27.2,0.0,0.0,1018.2,1007.2,0,4.7,182,20.9,1,3600.0
2025-08-01 11:00:00,27.8,44,14.3,30.4,0.0,0.0,1017.7,1006.8,0,6.0,183,23.8,1,3600.0
2025-08-01 12:00:00,30.1,36,13.5,32.5,0.0,0.0,1017.6,1006.8,0,7.8,193,26.6,1,3600.0
2025-08-01 13:00:00,30.7,36,13.9,32.8,0.0,0.0,1017.1,1006.3,0,10.5,209,31.3,1,3600.0
2025-08-01 14:00:00,30.1,37,13.9,31.5,0.0,0.0,1017.0,1006.2,0,11.8,218,34.2,1,3600.0
2025-08-01 15:00:00,28.8,41,14.3,29.8,0.0,0.0,1017.0,1006.1,1,11.7,224,34.6,1,3600.0
2025-08-01 16:00:00,27.6,44,14.1,27.8,0.0,0.0,1016.8,1005.9,0,10.1,226,33.1,1,3600.0
2025-08-01 17:00:00,26.0,49,14.4,26.0,0.0,0.0,1016.4,1005.4,0,9.4,218,29.2,1,3600.0
