datetime,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,is_day,sunshine_duration
2025-10-29 00:00:00,17.3,53,7.6,16.6,0.0,0.0,1016.7,1005.4,0,0.4,360,2.9,0,0.0
2025-10-29 01:00:00,15.2,59,7.2,14.4,0.0,0.0,1016.6,1005.2,0,0.5,360,3.6,0,0.0
2025-10-29 02:00:00,13.7,65,7.2,12.8,0.0,0.0,1016.3,1004.9,0,0.9,349,5.0,0,0.0
2025-10-29 03:00:00,12.8,68,7.1,11.8,0.0,0.0,1015.6,1004.1,0,1.7,347,6.1,0,0.0
2025-10-29 04:00:00,15.3,58,7.1,13.7,0.0,0.0,1015.5,1004.2,0,6.0,9,7.2,0,0.0
2025-10-29 05:00:00,14.9,48,3.9,12.9,0.0,0.0,1015.7,1004.3,0,3.8,5,10.1,0,0.0
2025-10-29 06:00:00,13.6,48,2.7,11.5,0.0,0.0,1015.7,1004.3,0,3.2,357,6.8,0,0.0
2025-10-29 07:00:00,13.7,49,3.1,11.8,0.0,0.0,1016.2,1004.8,0,2.0,355,7.6,1,983.79
2025-10-29 08:00:00,16.8,49,5.9,15.5,0.0,0.0,1016.8,1005.5,0,1.5,353,7.9,1,3600.0
2025-10-29 09:00:00,22.1,38,7.0,21.2,0.0,0.0,1016.8,1005.7,0,0.9,90,9.0,1,3600.0
2025-10-29 10:00:00,27.0,29,7.2,25.9,0.0,0.0,1016.0,1005.1,0,2.6,295,10.8,1,3600.0
2025-10-29 11:00:00,30.3,21,5.9,29.5,0.0,0.0,1015.5,1004.7,0,1.9,214,12.2,1,3600.0
2025-10-29 12:00:00,32.3,16,3.7,31.1,0.0,0.0,1014.4,1003.7,0,2.9,227,14.0,1,3600.0
2025-10-29 13:00:00,33.8,11,-0.6,31.6,0.0,0.0,1013.5,1002.9,0,3.9,236,15.5,1,3600.0
2025-10-29 14:00:00,34.4,9,-3.2,31.0,0.0,0.0,1012.9,1002.3,0,5.6,249,17.3,1,3600.0
2025-10-29 15:00:00,33.6,10,-2.5,30.1,0.0,0.0,1012.8,1002.2,0,7.2,258,18.7,1,3600.0
2025-10-29 16:00:00,30.0,18,3.2,27.0,0.0,0.0,1012.7,1001.9,0,9.8,250,18.4,1,3600.0
2025-10-29 17:00:00,26.7,25,5.0,24.7,0.0,0.0,1012.7,1001.8,0,5.3,246,19.8,1,2228.39
2025-10-29 18:00:00,25.8,39,10.9,26.0,0.0,0.0,1013.0,1002.1,0,0.7,90,10.1,0,0.0
2025-10-29 19:00:00,23.5,38,8.3,22.8,0.0,0.0,1013.2,1002.2,0,1.0,31,3.6,0,0.0
2025-10-29 20:00:00,20.8,44,8.1,19.9,0.0,0.0,1013.4,1002.3,0,2.6,25,6.8,0,0.0
2025-10-29 21:00:00,19.2,49,8.1,18.2,0.0,0.0,1013.7,1002.5,0,3.2,27,7.9,0,0.0
2025-10-29 22:00:00,19.9,47,8.3,18.9,0.0,0.0,1013.9,1002.7,0,3.4,32,8.3,0,0.0
2025-10-29 23:00:00,18.2,49,7.2,17.1,0.0,0.0,1013.5,1002.3,0,2.6,12,5.8,0,0.0
2025-10-30 00:00:00,16.5,52,6.6,15.2,0.0,0.0,1013.4,1002.1,0,2.7,8,6.8,0,0.0
2025-10-30 01:00:00,15.7,54,6.3,14.2,0.0,0.0,1013.6,1002.3,0,3.5,21,8.6,0,0.0
2025-10-30 02:00:00,15.3,57,6.8,14.0,0.0,0.0,1013.5,1002.2,0,3.1,21,8.6,0,0.0
2025-10-30 03:00:00,15.4,57,7.1,14.2,0.0,0.0,1013.3,1002.0,0,2.8,18,7.6,0,0.0
2025-10-30 04:00:00,18.7,50,8.2,18.2,0.0,0.0,1013.1,1001.9,0,0.2,180,6.1,0,0.0
2025-10-30 05:00:00,17.8,52,7.8,17.1,0.0,0.0,1013.5,1002.3,0,0.6,198,2.2,0,0.0
2025-10-30 06:00:00,17.3,51,7.0,16.4,0.0,0.0,1013.6,1002.3,0,0.9,349,2.2,0,0.0
2025-10-30 07:00:00,17.8,50,7.3,16.9,0.0,0.0,1014.0,1002.8,0,1.2,39,2.5,1,970.26
2025-10-30 08:00:00,20.5,38,5.6,18.9,0.0,0.0,1014.5,1003.4,0,3.5,69,6.1,1,3600.0
2025-10-30 09:00:00,23.0,34,6.4,21.7,0.0,0.0,1014.5,1003.5,0,2.6,56,9.4,1,3600.0
2025-10-30 10:00:00,25.9,27,5.5,24.6,0.0,0.0,1014.4,1003.5,0,1.1,18,11.2,1,3600.0
2025-10-30 11:00:00,27.8,25,6.0,27.1,0.0,0.0,1014.0,1003.1,0,1.0,149,10.1,1,3600.0
2025-10-30 12:00:00,29.4,24,6.7,29.0,0.0,0.0,1013.1,1002.3,0,1.9,151,11.5,1,3600.0
2025-10-30 13:00:00,30.6,21,5.9,29.7,0.0,0.0,1012.2,1001.5,0,2.6,168,11.5,1,3600.0
2025-10-30 14:00:00,31.1,20,5.2,29.4,0.0,0.0,1011.5,1000.8,0,3.5,189,11.9,1,3600.0
2025-10-30 15:00:00,30.8,21,6.0,29.1,0.0,0.0,1011.5,1000.8,0,4.3,204,11.9,1,3600.0
2025-10-30 16:00:00,28.9,28,8.8,27.3,0.0,0.0,1011.4,1000.6,0,8.3,231,10.8,1,3600.0
2025-10-30 17:00:00,25.4,38,10.2,24.3,0.0,0.0,1011.5,1000.6,0,7.8,224,19.1,1,2165.72
2025-10-30 18:00:00,22.8,48,11.3,22.8,0.0,0.0,1011.9,1000.9,0,2.4,197,15.5,0,0.0
2025-10-30 19:00:00,21.5,52,11.3,21.4,0.0,0.0,1012.3,1001.2,0,2.7,143,6.1,0,0.0
2025-10-30 20:00:00,20.5,59,12.2,20.6,0.0,0.0,1012.6,1001.5,0,3.3,135,7.6,0,0.0
2025-10-30 21:00:00,19.7,65,12.9,20.1,0.0,0.0,1013.3,1002.1,0,3.6,120,7.6,0,0.0
2025-10-30 22:00:00,18.8,71,13.4,19.2,0.0,0.0,1013.6,1002.4,0,4.3,112,8.6,0,0.0
2025-10-30 23:00:00,18.3,77,14.1,18.8,0.0,0.0,1013.7,1002.5,0,5.5,122,11.9,0,0.0
2025-10-31 00:00:00,17.1,86,14.8,18.1,0.0,0.0,1013.9,1002.6,0,4.0,117,11.2,0,0.0
2025-10-31 01:00:00,16.4,89,14.6,17.3,0.0,0.0,1013.9,1002.6,0,3.6,108,7.9,0,0.0
2025-10-31 02:00:00,15.9,89,14.1,16.9,0.0,0.0,1013.9,1002.6,0,2.0,85,6.8,0,0.0
2025-10-31 03:00:00,15.6,86,13.3,16.3,0.0,0.0,1013.9,1002.6,0,1.9,73,4.3,0,0.0
2025-10-31 04:00:00,15.2,88,13.3,15.7,0.0,0.0,1014.2,1002.9,42,4.0,95,4.3,0,0.0
2025-10-31 05:00:00,14.5,93,13.3,15.1,0.0,0.0,1014.6,1003.2,100,3.3,119,6.8,0,0.0
2025-10-31 06:00:00,15.2,96,14.6,16.0,0.0,0.0,1015.0,1003.7,100,4.5,127,8.3,0,0.0
2025-10-31 07:00:00,15.0,100,15.0,15.9,0.0,0.0,1015.4,1004.0,100,4.7,137,13.0,1,0.0
2025-10-31 08:00:00,15.3,97,14.9,16.3,0.0,0.0,1016.0,1004.6,100,4.1,135,14.4,1,0.0
2025-10-31 09:00:00,16.4,91,15.0,17.7,0.0,0.0,1016.2,1004.9,100,2.7,157,13.7,1,0.0
2025-10-31 10:00:00,17.8,83,14.9,19.1,0.0,0.0,1016.4,1005.1,99,2.2,145,14.4,1,3600.0
2025-10-31 11:00:00,20.5,71,15.2,22.1,0.0,0.0,1016.0,1004.8,16,1.9,197,14.0,1,3600.0
2025-10-31 12:00:00,22.5,61,14.6,24.2,0.0,0.0,1015.2,1004.1,1,2.0,207,14.8,1,3600.0
2025-10-31 13:00:00,24.1,53,13.8,25.4,0.0,0.0,1014.3,1003.3,1,2.2,175,14.4,1,3600.0
2025-10-31 14:00:00,25.1,47,12.9,25.6,0.0,0.0,1013.6,1002.6,0,2.7,184,14.0,1,3600.0
2025-10-31 15:00:00,25.2,47,13.0,25.6,0.0,0.0,1013.5,1002.5,0,3.4,186,13.7,1,3600.0
2025-10-31 16:00:00,25.2,43,11.7,25.1,0.0,0.0,1013.2,1002.2,0,4.0,183,13.3,1,3600.0
2025-10-31 17:00:00,22.2,62,14.6,22.7,0.0,0.0,1013.5,1002.4,0,6.4,216,11.9,1,2104.69
2025-10-31 18:00:00,20.1,76,15.6,21.2,0.0,0.0,1014.1,1002.9,0,5.2,221,16.9,0,0.0
2025-10-31 19:00:00,18.5,84,15.8,20.1,0.0,0.0,1014.8,1003.6,0,2.1,195,12.2,0,0.0
2025-10-31 20:00:00,17.6,88,15.6,19.4,0.0,0.0,1015.2,1003.9,0,0.3,135,5.8,0,0.0
2025-10-31 21:00:00,17.0,90,15.4,18.7,0.0,0.0,1015.6,1004.3,0,0.4,117,1.8,0,0.0
2025-10-31 22:00:00,16.0,93,14.9,17.2,0.0,0.0,1016.1,1004.8,0,2.8,105,2.2,0,0.0
2025-10-31 23:00:00,15.5,93,14.4,16.8,0.0,0.0,1016.1,1004.8,0,1.2,117,5.8,0,0.0
2025-11-01 00:00:00,15.0,95,14.2,16.2,0.0,0.0,1016.1,1004.7,1,0.4,207,2.2,0,0.0
