datetime,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,is_day,sunshine_duration
2025-11-28 00:00:00,13.6,80,10.3,13.2,0.0,0.0,1017.5,1006.1,0,3.3,99,5.0,0,0.0
2025-11-28 01:00:00,13.4,78,9.7,13.0,0.0,0.0,1017.1,1005.7,26,2.0,90,4.7,0,0.0
2025-11-28 02:00:00,13.1,76,9.1,12.6,0.0,0.0,1016.8,1005.3,0,1.5,30,3.2,0,0.0
2025-11-28 03:00:00,13.0,72,8.1,12.4,0.0,0.0,1016.4,1004.9,0,0.5,360,2.9,0,0.0
2025-11-28 04:00:00,13.5,62,6.4,12.3,0.0,0.0,1016.2,1004.8,0,1.7,72,2.5,0,0.0
2025-11-28 05:00:00,12.5,64,5.8,11.2,0.0,0.0,1016.3,1004.8,0,1.5,97,3.6,0,0.0
2025-11-28 06:00:00,12.1,62,5.1,10.6,0.0,0.0,1016.6,1005.1,0,1.8,53,3.2,0,0.0
2025-11-28 07:00:00,11.7,62,4.8,10.2,0.0,0.0,1017.1,1005.6,0,1.8,79,3.2,1,0.0
2025-11-28 08:00:00,13.6,59,5.9,12.1,0.0,0.0,1017.6,1006.2,0,3.5,81,3.6,1,3285.17
2025-11-28 09:00:00,14.8,62,7.7,13.6,0.0,0.0,1017.7,1006.3,0,4.3,90,11.5,1,3600.0
2025-11-28 10:00:00,16.8,56,8.0,15.6,0.0,0.0,1017.8,1006.5,0,4.5,76,13.0,1,3600.0
2025-11-28 11:00:00,18.4,49,7.4,17.1,0.0,0.0,1017.3,1006.0,0,3.8,93,14.4,1,3600.0
2025-11-28 12:00:00,19.4,46,7.4,18.3,0.0,0.0,1016.4,1005.2,0,3.7,101,13.7,1,3600.0
2025-11-28 13:00:00,20.0,47,8.2,19.1,0.0,0.0,1015.5,1004.3,0,2.9,112,13.7,1,3600.0
2025-11-28 14:00:00,20.2,50,9.5,19.7,0.0,0.0,1015.1,1003.9,0,2.6,129,11.9,1,3600.0
2025-11-28 15:00:00,20.1,55,10.7,19.9,0.0,0.0,1015.2,1004.0,0,3.1,144,10.1,1,3600.0
2025-11-28 16:00:00,19.2,70,13.7,19.9,0.0,0.0,1014.8,1003.6,0,2.9,137,8.3,1,3600.0
2025-11-28 17:00:00,16.8,74,12.1,16.9,0.0,0.0,1014.9,1003.6,0,3.6,147,6.5,0,600.53
2025-11-28 18:00:00,15.6,78,11.8,15.8,0.0,0.0,1015.6,1004.3,0,2.3,129,5.8,0,0.0
2025-11-28 19:00:00,14.3,83,11.5,14.3,0.0,0.0,1015.9,1004.5,0,2.9,101,5.0,0,0.0
2025-11-28 20:00:00,13.4,86,11.1,13.1,0.0,0.0,1016.1,1004.7,0,4.2,85,7.9,0,0.0
2025-11-28 21:00:00,12.6,86,10.3,12.0,0.0,0.0,1016.5,1005.0,0,4.2,83,7.9,0,0.0
2025-11-28 22:00:00,12.4,84,9.8,11.5,0.0,0.0,1016.7,1005.2,3,5.4,69,9.7,0,0.0
2025-11-28 23:00:00,12.1,82,9.2,11.2,0.0,0.0,1016.7,1005.2,24,4.7,74,11.5,0,0.0
2025-11-29 00:00:00,11.8,80,8.6,10.8,0.0,0.0,1016.4,1004.9,5,4.2,78,7.9,0,0.0
2025-11-29 01:00:00,11.7,79,8.1,10.9,0.0,0.0,1016.2,1004.7,0,2.2,81,6.8,0,0.0
2025-11-29 02:00:00,11.4,77,7.5,10.5,0.0,0.0,1016.1,1004.6,0,1.9,49,3.6,0,0.0
2025-11-29 03:00:00,11.3,74,6.8,10.2,0.0,0.0,1015.7,1004.2,6,1.5,69,3.6,0,0.0
2025-11-29 04:00:00,11.9,68,6.2,10.6,0.0,0.0,1015.7,1004.2,5,2.2,55,2.9,0,0.0
2025-11-29 05:00:00,11.4,71,6.3,10.4,0.0,0.0,1015.9,1004.4,9,0.4,243,3.2,0,0.0
2025-11-29 06:00:00,11.3,69,5.9,10.0,0.0,0.0,1016.3,1004.8,99,1.5,54,2.9,0,0.0
2025-11-29 07:00:00,11.7,64,5.2,10.3,0.0,0.0,1016.6,1005.1,99,1.3,56,3.2,1,0.0
2025-11-29 08:00:00,13.4,67,7.3,12.3,0.0,0.0,1017.3,1005.9,83,2.2,66,2.9,1,3228.05
2025-11-29 09:00:00,14.9,59,6.8,13.7,0.0,0.0,1017.4,1006.0,67,2.2,66,7.9,1,3600.0
2025-11-29 10:00:00,16.7,54,7.4,16.0,0.0,0.0,1017.5,1006.2,2,0.0,270,9.0,1,3600.0
2025-11-29 11:00:00,18.1,55,8.8,17.6,0.0,0.0,1016.9,1005.6,21,0.8,153,9.4,1,3600.0
2025-11-29 12:00:00,19.0,53,9.2,18.7,0.0,0.0,1016.1,1004.9,15,1.0,225,9.4,1,3600.0
2025-11-29 13:00:00,19.6,52,9.5,19.2,0.0,0.0,1015.3,1004.1,23,1.7,198,10.1,1,3600.0
