datetime,pm25,pm10,no2,so2,co,o3,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,is_day,sunshine_duration
2025-06-28 10:00:00+00:00,10.8,20.0,0.0144,0.0001,0.3,0.017,15.8,91,14.2,16.9,0.0,0.0,1015.1,1003.8,1,1.5,240,4.7,0,0.0
2025-06-28 11:00:00+00:00,17.3,28.0,0.0152,0.0001,0.3,0.015,15.3,93,14.2,16.3,0.0,0.0,1015.3,1004.0,0,1.8,246,5.0,0,0.0
2025-06-28 12:00:00+00:00,17.3,31.0,0.0172,0.0,0.3,0.013,15.3,96,14.6,16.5,0.0,0.0,1015.5,1004.2,18,2.1,218,5.8,1,0.0
2025-06-28 13:00:00+00:00,17.7,30.0,0.0138,0.0,0.3,0.016,16.3,91,14.8,17.4,0.0,0.0,1016.0,1004.7,22,2.8,198,10.8,1,2916.16
2025-06-28 14:00:00+00:00,21.3,29.0,0.0119,0.0,0.3,0.019,18.3,80,14.8,19.5,0.0,0.0,1016.3,1005.1,2,3.0,197,13.7,1,3600.0
2025-06-28 15:00:00+00:00,17.6,33.0,0.0143,0.0001,0.4,0.021,20.7,69,14.7,21.6,0.0,0.0,1016.2,1005.0,0,3.8,197,17.3,1,3600.0
2025-06-28 16:00:00+00:00,19.2,38.0,0.0185,0.0002,0.4,0.025,23.5,56,14.2,25.0,0.0,0.0,1015.8,1004.8,0,4.1,193,19.1,1,3600.0
2025-06-28 17:00:00+00:00,23.0,42.0,0.0221,0.0003,0.4,0.035,26.8,42,12.9,28.7,0.0,0.0,1015.5,1004.6,0,4.9,188,21.2,1,3600.0
2025-06-28 18:00:00+00:00,21.4,36.0,0.0172,0.0004,0.4,0.059,29.9,32,11.4,31.7,0.0,0.0,1015.0,1004.2,0,6.9,194,24.5,1,3600.0
2025-06-28 19:00:00+00:00,19.6,41.0,0.0103,0.0003,0.4,0.087,31.5,28,10.6,32.8,0.0,0.0,1014.4,1003.7,0,9.7,205,29.9,1,3600.0
2025-06-28 20:00:00+00:00,22.2,43.0,0.012,0.0004,0.4,0.082,31.4,31,12.0,32.7,0.0,0.0,1013.9,1003.2,0,12.2,213,34.6,1,3600.0
2025-06-28 21:00:00+00:00,22.8,41.0,0.0082,0.0003,0.3,0.082,30.7,32,12.2,31.6,0.0,0.0,1013.5,1002.7,0,12.5,219,35.6,1,3600.0
2025-06-28 22:00:00+00:00,19.7,37.0,0.0065,0.0002,0.3,0.071,29.7,32,11.4,29.7,0.0,0.0,1013.1,1002.3,0,12.5,227,35.3,1,3600.0
2025-06-28 23:00:00+00:00,10.4,25.0,0.006,0.0001,0.2,0.058,28.5,35,11.4,27.7,0.0,0.0,1012.7,1001.9,0,11.9,228,34.6,1,3600.0
2025-06-29 00:00:00+00:00,9.6,23.0,0.0059,0.0002,0.2,0.051,27.6,39,12.5,26.8,0.0,0.0,1012.1,1001.2,0,10.5,229,32.4,1,3600.0
2025-06-29 00:00:00+00:00,9.6,23.0,0.0059,0.0002,0.2,0.051,27.6,39,12.5,26.8,0.0,0.0,1012.1,1001.2,0,10.5,229,32.4,1,3600.0
2025-06-29 01:00:00+00:00,9.3,25.0,0.0052,0.0002,0.2,0.048,25.6,45,12.8,25.2,0.0,0.0,1012.0,1001.1,0,8.5,226,27.7,1,3600.0
2025-06-29 01:00:00+00:00,9.3,25.0,0.0052,0.0002,0.2,0.048,25.6,45,12.8,25.2,0.0,0.0,1012.0,1001.1,0,8.5,226,27.7,1,3600.0
2025-06-29 02:00:00+00:00,13.2,19.0,0.0061,0.0002,0.2,0.053,22.8,56,13.5,22.8,0.0,0.0,1012.5,1001.5,0,7.6,218,22.3,1,2477.43
2025-06-29 02:00:00+00:00,13.2,19.0,0.0061,0.0002,0.2,0.053,22.8,56,13.5,22.8,0.0,0.0,1012.5,1001.5,0,7.6,218,22.3,1,2477.43
2025-06-29 03:00:00+00:00,12.2,22.0,0.0072,0.0002,0.3,0.044,20.6,66,14.1,21.0,0.0,0.0,1012.9,1001.8,0,6.4,220,18.4,0,0.0
2025-06-29 03:00:00+00:00,12.2,22.0,0.0072,0.0002,0.3,0.044,20.6,66,14.1,21.0,0.0,0.0,1012.9,1001.8,0,6.4,220,18.4,0,0.0
2025-06-29 04:00:00+00:00,8.2,20.0,0.0076,0.0001,0.3,0.032,19.6,71,14.3,20.2,0.0,0.0,1013.6,1002.4,0,5.2,221,15.5,0,0.0
2025-06-29 04:00:00+00:00,8.2,20.0,0.0076,0.0001,0.3,0.032,19.6,71,14.3,20.2,0.0,0.0,1013.6,1002.4,0,5.2,221,15.5,0,0.0
2025-06-29 05:00:00+00:00,6.6,23.0,0.0092,0.0,0.3,0.025,18.8,76,14.5,19.6,0.0,0.0,1013.8,1002.6,0,4.7,196,13.3,0,0.0
2025-06-29 05:00:00+00:00,6.6,23.0,0.0092,0.0,0.3,0.025,18.8,76,14.5,19.6,0.0,0.0,1013.8,1002.6,0,4.7,196,13.3,0,0.0
2025-06-29 06:00:00+00:00,10.2,25.0,0.0076,0.0,0.3,0.029,18.1,81,14.8,19.1,0.0,0.0,1014.1,1002.9,0,4.1,180,12.2,0,0.0
2025-06-29 06:00:00+00:00,10.2,25.0,0.0076,0.0,0.3,0.029,18.1,81,14.8,19.1,0.0,0.0,1014.1,1002.9,0,4.1,180,12.2,0,0.0
2025-06-29 07:00:00+00:00,9.6,20.0,0.0065,0.0,0.3,0.029,17.6,85,15.1,18.7,0.0,0.0,1014.4,1003.1,0,3.8,177,11.2,0,0.0
2025-06-29 07:00:00+00:00,9.6,20.0,0.0065,0.0,0.3,0.029,17.6,85,15.1,18.7,0.0,0.0,1014.4,1003.1,0,3.8,177,11.2,0,0.0
2025-06-29 08:00:00+00:00,8.3,15.0,0.0055,0.0,0.2,0.028,17.0,89,15.3,18.3,0.0,0.0,1014.6,1003.3,1,3.1,193,10.1,0,0.0
2025-06-29 08:00:00+00:00,8.3,15.0,0.0055,0.0,0.2,0.028,17.0,89,15.3,18.3,0.0,0.0,1014.6,1003.3,1,3.1,193,10.1,0,0.0
2025-06-29 09:00:00+00:00,6.7,16.0,0.0061,0.0,0.2,0.026,16.5,93,15.3,17.8,0.0,0.0,1014.7,1003.4,1,3.1,190,8.6,0,0.0
2025-06-29 09:00:00+00:00,6.7,16.0,0.0061,0.0,0.2,0.026,16.5,93,15.3,17.8,0.0,0.0,1014.7,1003.4,1,3.1,190,8.6,0,0.0
2025-06-29 10:00:00+00:00,7.5,18.0,0.0069,0.0,0.2,0.023,15.9,95,15.2,17.2,0.0,0.0,1014.7,1003.4,5,2.9,187,8.3,0,0.0
2025-06-29 10:00:00+00:00,7.5,18.0,0.0069,0.0,0.2,0.023,15.9,95,15.2,17.2,0.0,0.0,1014.7,1003.4,5,2.9,187,8.3,0,0.0
2025-06-29 11:00:00+00:00,13.3,16.0,0.0088,0.0,0.2,0.018,15.5,97,15.0,16.7,0.0,0.0,1014.8,1003.5,29,2.6,196,8.6,0,0.0
2025-06-29 11:00:00+00:00,13.3,16.0,0.0088,0.0,0.2,0.018,15.5,97,15.0,16.7,0.0,0.0,1014.8,1003.5,29,2.6,196,8.6,0,0.0
2025-06-29 12:00:00+00:00,8.6,21.0,0.012,0.0,0.2,0.013,15.4,97,14.9,16.6,0.0,0.0,1014.7,1003.4,100,2.5,201,8.6,1,0.0
2025-06-29 12:00:00+00:00,8.6,21.0,0.012,0.0,0.2,0.013,15.4,97,14.9,16.6,0.0,0.0,1014.7,1003.4,100,2.5,201,8.6,1,0.0
2025-06-29 13:00:00+00:00,9.9,25.0,0.0109,0.0,0.3,0.013,15.7,94,14.8,16.9,0.0,0.0,1015.0,1003.7,99,2.5,201,11.2,1,2893.39
2025-06-29 13:00:00+00:00,9.9,25.0,0.0109,0.0,0.3,0.013,15.7,94,14.8,16.9,0.0,0.0,1015.0,1003.7,99,2.5,201,11.2,1,2893.39
2025-06-29 14:00:00+00:00,8.9,24.0,0.0111,0.0001,0.3,0.016,17.7,81,14.4,18.7,0.0,0.0,1015.2,1003.9,31,2.8,207,13.7,1,3600.0
2025-06-29 14:00:00+00:00,8.9,24.0,0.0111,0.0001,0.3,0.016,17.7,81,14.4,18.7,0.0,0.0,1015.2,1003.9,31,2.8,207,13.7,1,3600.0
2025-06-29 15:00:00+00:00,11.5,24.0,0.011,0.0002,0.3,0.024,20.9,64,13.9,21.6,0.0,0.0,1015.1,1004.0,23,3.5,201,16.9,1,3600.0
2025-06-29 15:00:00+00:00,11.5,24.0,0.011,0.0002,0.3,0.024,20.9,64,13.9,21.6,0.0,0.0,1015.1,1004.0,23,3.5,201,16.9,1,3600.0
2025-06-29 16:00:00+00:00,16.9,25.0,0.0124,0.0002,0.4,0.031,24.4,50,13.4,25.4,0.0,0.0,1014.6,1003.6,13,4.5,203,19.4,1,3600.0
2025-06-29 16:00:00+00:00,16.9,25.0,0.0124,0.0002,0.4,0.031,24.4,50,13.4,25.4,0.0,0.0,1014.6,1003.6,13,4.5,203,19.4,1,3600.0
2025-06-29 17:00:00+00:00,18.3,23.0,0.0116,0.0003,0.3,0.045,27.6,40,12.8,29.3,0.0,0.0,1014.4,1003.5,2,5.4,210,22.0,1,3600.0
2025-06-29 17:00:00+00:00,18.3,23.0,0.0116,0.0003,0.3,0.045,27.6,40,12.8,29.3,0.0,0.0,1014.4,1003.5,2,5.4,210,22.0,1,3600.0
2025-06-29 18:00:00+00:00,17.6,22.0,0.0077,0.0003,0.3,0.059,30.1,33,12.0,31.9,0.0,0.0,1014.0,1003.2,0,7.3,216,25.6,1,3600.0
2025-06-29 18:00:00+00:00,17.6,22.0,0.0077,0.0003,0.3,0.059,30.1,33,12.0,31.9,0.0,0.0,1014.0,1003.2,0,7.3,216,25.6,1,3600.0
2025-06-29 19:00:00+00:00,11.5,26.0,0.0056,0.0002,0.3,0.058,31.1,32,12.3,32.8,0.0,0.0,1013.6,1002.9,0,10.0,221,30.2,1,3600.0
2025-06-29 19:00:00+00:00,11.5,26.0,0.0056,0.0002,0.3,0.058,31.1,32,12.3,32.8,0.0,0.0,1013.6,1002.9,0,10.0,221,30.2,1,3600.0
2025-06-29 20:00:00+00:00,13.6,27.0,0.0048,0.0002,0.2,0.058,31.0,30,11.5,32.3,0.0,0.0,1012.8,1002.1,0,11.2,224,33.1,1,3600.0
2025-06-29 20:00:00+00:00,13.6,27.0,0.0048,0.0002,0.2,0.058,31.0,30,11.5,32.3,0.0,0.0,1012.8,1002.1,0,11.2,224,33.1,1,3600.0
2025-06-29 21:00:00+00:00,12.0,20.0,0.0054,0.0002,0.2,0.057,30.2,31,11.1,30.8,0.0,0.0,1012.4,1001.6,1,11.8,224,34.2,1,3600.0
2025-06-29 21:00:00+00:00,12.0,20.0,0.0054,0.0002,0.2,0.057,30.2,31,11.1,30.8,0.0,0.0,1012.4,1001.6,1,11.8,224,34.2,1,3600.0
2025-06-29 22:00:00+00:00,8.1,19.0,0.0038,0.0002,0.2,0.053,28.7,34,11.5,28.7,0.0,0.0,1011.9,1001.1,1,12.1,228,34.9,1,3600.0
2025-06-29 22:00:00+00:00,8.1,19.0,0.0038,0.0002,0.2,0.053,28.7,34,11.5,28.7,0.0,0.0,1011.9,1001.1,1,12.1,228,34.9,1,3600.0
2025-06-29 23:00:00+00:00,4.8,13.0,0.0035,0.0001,0.2,0.049,26.7,38,11.4,26.0,0.0,0.0,1011.5,1000.6,0,10.7,230,34.2,1,3600.0
2025-06-29 23:00:00+00:00,4.8,13.0,0.0035,0.0001,0.2,0.049,26.7,38,11.4,26.0,0.0,0.0,1011.5,1000.6,0,10.7,230,34.2,1,3600.0
2025-06-30 00:00:00+00:00,6.6,16.0,0.004,0.0001,0.2,0.044,26.3,39,11.1,25.5,0.0,0.0,1011.2,1000.3,0,8.1,231,29.2,1,3600.0
2025-06-30 01:00:00+00:00,6.4,18.0,0.0038,0.0001,0.2,0.045,24.5,44,11.5,23.8,0.0,0.0,1010.9,999.9,0,7.7,231,24.1,1,3600.0
2025-06-30 02:00:00+00:00,6.9,18.0,0.0046,0.0001,0.2,0.041,22.2,55,12.6,22.0,0.0,0.0,1011.0,1000.0,0,6.6,229,22.0,1,2479.17
2025-06-30 03:00:00+00:00,6.3,14.0,0.0062,0.0,0.2,0.035,20.2,67,14.0,20.5,0.0,0.0,1011.2,1000.1,0,6.9,225,18.4,0,0.0
2025-06-30 04:00:00+00:00,6.1,15.0,0.0076,0.0,0.3,0.027,19.0,77,14.8,19.7,0.0,0.0,1011.9,1000.7,0,5.5,207,17.6,0,0.0
2025-06-30 05:00:00+00:00,7.2,23.0,0.0088,0.0001,0.3,0.024,18.2,82,15.1,19.2,0.0,0.0,1012.2,1001.0,0,4.7,182,14.8,0,0.0
2025-06-30 06:00:00+00:00,11.7,15.0,0.0071,0.0002,0.2,0.023,17.7,84,15.1,18.7,0.0,0.0,1012.4,1001.2,0,4.9,170,13.7,0,0.0
2025-06-30 07:00:00+00:00,9.0,8.0,0.0094,0.0002,0.2,0.021,17.4,86,15.0,18.1,0.0,0.0,1012.5,1001.3,0,6.4,164,15.1,0,0.0
2025-06-30 08:00:00+00:00,8.2,18.0,0.0135,0.0003,0.2,0.015,17.1,86,14.8,17.8,0.0,0.0,1012.5,1001.3,0,5.9,169,15.1,0,0.0
2025-06-30 09:00:00+00:00,7.5,18.0,0.0174,0.0003,0.2,0.01,16.7,88,14.8,17.7,0.0,0.0,1012.3,1001.0,0,3.6,189,13.0,0,0.0
2025-06-30 10:00:00+00:00,11.8,19.0,0.017,0.0003,0.2,0.01,16.1,93,14.9,17.2,0.0,0.0,1012.4,1001.1,4,3.6,189,9.4,0,0.0
2025-06-30 11:00:00+00:00,8.4,21.0,0.0168,0.0002,0.2,0.009,15.5,96,14.9,16.8,0.0,0.0,1012.6,1001.3,6,2.5,172,9.0,0,0.0
2025-06-30 12:00:00+00:00,8.5,16.0,0.0145,0.0001,0.2,0.01,15.4,97,14.9,16.6,0.0,0.0,1012.4,1001.1,100,2.9,184,8.6,1,0.0
2025-06-30 13:00:00+00:00,6.3,25.0,0.0157,0.0002,0.4,0.008,15.8,93,14.7,16.8,0.0,0.0,1012.9,1001.6,89,3.5,171,12.2,1,2869.79
2025-06-30 14:00:00+00:00,9.9,26.0,0.0128,0.0002,0.3,0.014,17.8,81,14.5,18.8,0.0,0.0,1013.1,1001.9,12,2.9,173,14.0,1,3600.0
2025-06-30 15:00:00+00:00,10.5,27.0,0.0127,0.0003,0.4,0.019,20.5,67,14.2,21.4,0.0,0.0,1013.1,1002.0,3,2.9,191,16.2,1,3600.0
2025-06-30 16:00:00+00:00,9.7,23.0,0.0154,0.0004,0.3,0.023,23.5,55,14.0,24.9,0.0,0.0,1012.6,1001.6,1,3.8,183,18.7,1,3600.0
2025-06-30 17:00:00+00:00,16.7,25.0,0.0164,0.0005,0.3,0.033,26.5,46,13.9,28.6,0.0,0.0,1012.1,1001.2,0,5.4,195,22.3,1,3600.0
2025-06-30 18:00:00+00:00,15.4,26.0,0.0145,0.0006,0.3,0.045,28.9,40,13.9,31.3,0.0,0.0,1011.5,1000.7,0,7.8,209,26.6,1,3600.0
2025-06-30 19:00:00+00:00,13.5,32.0,0.0125,0.0007,0.3,0.048,30.2,37,13.7,32.3,0.0,0.0,1011.1,1000.4,0,10.9,219,32.0,1,3600.0
2025-06-30 20:00:00+00:00,9.8,28.0,0.0071,0.0003,0.2,0.051,30.2,34,12.6,31.3,0.0,0.0,1010.8,1000.1,3,13.3,218,37.1,1,3600.0
2025-06-30 21:00:00+00:00,5.4,26.0,0.0059,0.0002,0.2,0.051,28.8,35,11.9,29.2,0.0,0.0,1010.6,999.8,1,14.3,223,38.9,1,3600.0
2025-06-30 22:00:00+00:00,6.4,13.0,0.0047,0.0001,0.2,0.052,27.7,39,12.3,28.0,0.0,0.0,1010.3,999.5,0,12.7,224,38.5,1,3600.0
2025-06-30 23:00:00+00:00,6.0,11.0,0.0045,0.0001,0.2,0.051,26.6,41,12.3,26.2,0.0,0.0,1009.9,999.0,1,11.1,223,34.9,1,3600.0
2025-07-01 00:00:00+00:00,5.5,14.0,0.0051,0.0001,0.2,0.049,25.3,44,12.1,24.4,0.0,0.0,1009.7,998.8,2,10.3,224,32.4,1,3600.0
2025-07-01 01:00:00+00:00,4.2,15.0,0.0048,0.0001,0.2,0.044,22.9,52,12.5,22.5,0.0,0.0,1009.9,998.9,3,7.8,222,28.1,1,3600.0
2025-07-01 02:00:00+00:00,3.8,10.0,0.0057,0.0001,0.2,0.041,20.6,64,13.5,20.6,0.0,0.0,1010.0,998.9,0,7.1,210,21.6,1,2479.33
2025-07-01 03:00:00+00:00,6.0,13.0,0.0067,0.0,0.2,0.032,18.9,75,14.3,19.3,0.0,0.0,1010.5,999.3,0,6.5,203,19.1,0,0.0
2025-07-01 04:00:00+00:00,7.1,9.0,0.0061,0.0,0.2,0.027,18.1,80,14.7,18.9,0.0,0.0,1011.0,999.8,0,5.0,193,16.9,0,0.0
2025-07-01 05:00:00+00:00,5.2,13.0,0.0056,0.0,0.2,0.026,17.6,84,14.9,18.5,0.0,0.0,1011.3,1000.1,0,5.1,184,13.7,0,0.0
2025-07-01 06:00:00+00:00,5.3,9.0,0.0048,0.0,0.2,0.026,17.1,87,14.9,18.0,0.0,0.0,1011.5,1000.3,0,4.8,169,13.3,0,0.0
2025-07-01 07:00:00+00:00,5.3,10.0,0.0045,0.0,0.2,0.026,16.7,89,14.8,17.5,0.0,0.0,1011.7,1000.4,0,5.2,164,13.0,0,0.0
2025-07-01 08:00:00+00:00,4.9,10.0,0.0052,0.0,0.1,0.027,16.2,91,14.7,17.0,0.0,0.0,1011.7,1000.4,3,5.0,165,12.6,0,0.0
2025-07-01 09:00:00+00:00,30.0,31.0,0.0052,0.0003,0.2,0.028,15.7,93,14.6,16.7,0.0,0.0,1011.7,1000.4,0,2.9,180,11.5,0,0.0
2025-07-01 10:00:00+00:00,9.3,20.0,0.0048,0.0002,0.2,0.027,15.2,96,14.5,16.4,0.0,0.0,1011.8,1000.5,0,1.5,187,7.6,0,0.0
2025-07-01 11:00:00+00:00,7.5,13.0,0.0044,0.0,0.2,0.027,14.8,97,14.3,16.0,0.0,0.0,1011.7,1000.4,3,1.3,196,5.4,0,0.0
2025-07-01 12:00:00+00:00,5.8,8.0,0.0072,0.0,0.2,0.023,14.7,98,14.4,15.8,0.0,0.0,1012.1,1000.8,100,2.2,204,7.2,1,0.0
2025-07-01 13:00:00+00:00,5.7,11.0,0.0091,0.0,0.2,0.022,15.4,93,14.2,16.3,0.0,0.0,1012.5,1001.2,44,2.7,212,11.2,1,2507.73
2025-07-01 14:00:00+00:00,7.9,15.0,0.0073,0.0,0.2,0.024,16.8,82,13.7,17.6,0.0,0.0,1012.5,1001.2,37,2.8,207,14.0,1,3600.0
2025-07-01 15:00:00+00:00,9.0,20.0,0.0115,0.0001,0.3,0.022,19.3,68,13.3,19.8,0.0,0.0,1012.4,1001.2,0,3.5,159,17.3,1,3600.0
2025-07-01 16:00:00+00:00,18.2,29.0,0.0148,0.0003,0.3,0.023,22.2,56,12.9,23.0,0.0,0.0,1012.1,1001.1,0,5.0,154,21.2,1,3600.0
2025-07-01 17:00:00+00:00,12.6,29.0,0.0155,0.0002,0.3,0.031,25.1,46,12.8,26.8,0.0,0.0,1011.9,1001.0,0,5.6,174,22.7,1,3600.0
2025-07-01 18:00:00+00:00,14.9,33.0,0.016,0.0003,0.3,0.04,27.1,42,13.2,29.1,0.0,0.0,1011.4,1000.5,0,8.5,212,28.1,1,3600.0
2025-07-01 19:00:00+00:00,10.1,29.0,0.01,0.0011,0.3,0.048,27.8,41,13.5,29.7,0.0,0.0,1010.8,1000.0,0,11.3,234,33.8,1,3600.0
2025-07-01 20:00:00+00:00,7.4,28.0,0.0069,0.0008,0.2,0.05,28.0,39,12.7,29.6,0.0,0.0,1010.5,999.7,0,11.8,232,35.3,1,3600.0
2025-07-01 21:00:00+00:00,8.1,26.0,0.0058,0.0002,0.2,0.052,28.1,37,12.2,29.2,0.0,0.0,1009.9,999.1,0,11.3,226,34.9,1,3600.0
2025-07-01 22:00:00+00:00,9.9,21.0,0.0048,0.0001,0.2,0.049,27.3,39,12.1,27.7,0.0,0.0,1009.4,998.6,0,11.5,221,33.8,1,3600.0
2025-07-01 23:00:00+00:00,6.7,15.0,0.0038,0.0001,0.2,0.042,25.6,42,11.7,24.9,0.0,0.0,1009.0,998.1,0,11.7,225,34.2,1,3600.0
2025-07-02 00:00:00+00:00,3.5,11.0,0.0042,0.0,0.2,0.037,23.5,48,11.8,22.7,0.0,0.0,1009.1,998.1,0,9.2,220,32.8,1,3600.0
2025-07-02 01:00:00+00:00,5.2,11.0,0.0052,0.0001,0.2,0.036,21.8,55,12.4,21.4,0.0,0.0,1009.3,998.3,0,7.8,217,26.6,1,3600.0
2025-07-02 02:00:00+00:00,6.0,17.0,0.0061,0.0,0.2,0.033,19.6,67,13.2,19.4,0.0,0.0,1009.5,998.4,4,8.1,217,23.0,1,2477.86
2025-07-02 03:00:00+00:00,4.4,14.0,0.0057,0.0,0.2,0.033,17.9,76,13.6,18.0,0.0,0.0,1009.7,998.5,7,7.4,225,21.2,0,0.0
2025-07-02 04:00:00+00:00,10.4,12.0,0.005,0.0,0.2,0.032,17.1,81,13.8,17.3,0.0,0.0,1010.4,999.2,2,6.8,217,19.4,0,0.0
2025-07-02 05:00:00+00:00,6.5,16.0,0.0053,0.0,0.2,0.03,16.5,85,13.9,16.9,0.0,0.0,1010.9,999.6,11,6.1,227,18.7,0,0.0
2025-07-02 06:00:00+00:00,4.4,13.0,0.0049,0.0,0.2,0.029,16.2,87,14.0,16.8,0.0,0.0,1011.2,999.9,21,4.2,223,15.8,0,0.0
2025-07-02 07:00:00+00:00,5.8,13.0,0.005,0.0,0.2,0.029,15.7,89,13.9,16.5,0.0,0.0,1011.0,999.7,4,3.1,177,12.2,0,0.0
2025-07-02 08:00:00+00:00,8.7,13.0,0.0089,0.0,0.1,0.025,15.5,90,13.9,16.4,0.0,0.0,1011.1,999.8,1,2.0,207,9.0,0,0.0
2025-07-02 09:00:00+00:00,11.7,10.0,0.0076,0.0,0.2,0.025,15.3,91,13.9,16.3,0.0,0.0,1010.7,999.4,3,2.0,135,6.5,0,0.0
2025-07-02 10:00:00+00:00,11.8,18.0,0.0087,0.0001,0.2,0.023,15.1,92,13.8,16.0,0.0,0.0,1010.9,999.6,1,1.7,108,6.1,0,0.0
2025-07-02 11:00:00+00:00,10.1,21.0,0.0093,0.0,0.2,0.021,14.9,93,13.8,15.9,0.0,0.0,1011.3,1000.0,0,1.3,196,4.3,0,0.0
2025-07-02 12:00:00+00:00,19.4,21.0,0.0139,0.0,0.2,0.016,15.2,92,13.9,16.0,0.0,0.0,1011.0,999.7,99,3.2,180,8.6,1,0.0
2025-07-02 13:00:00+00:00,17.8,25.0,0.0171,0.0,0.3,0.013,15.7,88,13.8,16.3,0.0,0.0,1011.6,1000.3,100,3.6,177,12.6,1,1406.78
2025-07-02 14:00:00+00:00,17.1,23.0,0.0184,0.0,0.3,0.013,16.3,84,13.5,16.8,0.0,0.0,1012.0,1000.7,98,4.3,147,16.2,1,0.0
2025-07-02 15:00:00+00:00,21.4,28.0,0.0181,0.0001,0.3,0.017,18.4,71,13.2,18.9,0.0,0.0,1012.1,1000.9,48,3.3,131,16.6,1,3600.0
2025-07-02 16:00:00+00:00,16.8,32.0,0.0173,0.0001,0.3,0.022,21.4,58,12.8,22.1,0.0,0.0,1012.1,1001.0,2,4.2,144,19.8,1,3600.0
2025-07-02 17:00:00+00:00,17.4,35.0,0.0179,0.0002,0.3,0.027,24.0,49,12.8,25.8,0.0,0.0,1011.7,1000.7,1,5.0,182,22.0,1,3600.0
2025-07-02 18:00:00+00:00,20.2,34.0,0.0151,0.0002,0.3,0.04,26.3,43,12.7,28.3,0.0,0.0,1011.3,1000.4,0,7.1,204,25.9,1,3600.0
2025-07-02 19:00:00+00:00,14.8,35.0,0.0145,0.0004,0.3,0.042,27.4,41,13.0,29.3,0.0,0.0,1010.5,999.7,0,10.2,214,31.7,1,3600.0
2025-07-02 20:00:00+00:00,9.9,32.0,0.0125,0.0005,0.3,0.046,27.0,42,13.1,28.5,0.0,0.0,1010.3,999.4,0,12.6,223,36.7,1,3600.0
2025-07-02 21:00:00+00:00,10.2,25.0,0.009,0.0003,0.2,0.05,26.9,40,12.2,27.8,0.0,0.0,1009.9,999.0,0,12.1,220,36.7,1,3600.0
2025-07-02 22:00:00+00:00,9.7,17.0,0.0062,0.0002,0.2,0.048,26.3,40,11.5,26.4,0.0,0.0,1009.4,998.5,0,11.9,219,35.3,1,3600.0
2025-07-02 23:00:00+00:00,8.4,17.0,0.0054,0.0001,0.2,0.044,25.2,43,11.9,24.7,0.0,0.0,1009.1,998.2,4,10.5,219,34.2,1,3600.0
2025-07-03 00:00:00+00:00,7.5,8.0,0.0048,0.0001,0.2,0.039,23.3,51,12.6,22.6,0.0,0.0,1009.2,998.2,0,10.0,214,28.4,1,3600.0
2025-07-03 01:00:00+00:00,6.5,14.0,0.0045,0.0001,0.2,0.035,21.3,58,12.8,20.9,0.0,0.0,1009.7,998.6,0,8.4,220,28.8,1,3600.0
2025-07-03 02:00:00+00:00,5.5,16.0,0.0082,0.0001,0.2,0.029,20.1,64,13.1,20.0,0.0,0.0,1010.3,999.2,0,7.0,198,23.4,1,2474.69
2025-07-03 03:00:00+00:00,4.2,11.0,0.0059,0.0001,0.2,0.028,18.9,70,13.4,19.1,0.0,0.0,1010.9,999.7,1,6.1,192,19.4,0,0.0
2025-07-03 04:00:00+00:00,3.2,9.0,0.0055,0.0,0.2,0.027,18.2,74,13.4,18.4,0.0,0.0,1011.6,1000.4,0,5.9,157,16.9,0,0.0
2025-07-03 05:00:00+00:00,3.6,9.0,0.0065,0.0,0.2,0.026,17.7,75,13.3,18.0,0.0,0.0,1012.2,1001.0,2,4.6,132,15.8,0,0.0
2025-07-03 06:00:00+00:00,5.4,13.0,0.0082,0.0001,0.2,0.024,17.2,78,13.4,17.4,0.0,0.0,1012.1,1000.9,10,5.5,142,14.4,0,0.0
2025-07-03 07:00:00+00:00,7.4,11.0,0.0167,0.0002,0.2,0.015,16.6,82,13.5,17.0,0.0,0.0,1011.8,1000.5,12,4.8,153,14.0,0,0.0
2025-07-03 08:00:00+00:00,8.0,10.0,0.0114,0.0001,0.2,0.019,16.4,84,13.6,17.1,0.0,0.0,1011.6,1000.3,14,3.4,164,11.5,0,0.0
2025-07-03 09:00:00+00:00,8.1,11.0,0.0118,0.0001,0.2,0.018,16.2,85,13.6,17.0,0.0,0.0,1011.2,999.9,15,2.7,152,11.2,0,0.0
2025-07-03 10:00:00+00:00,7.0,10.0,0.0089,0.0001,0.2,0.021,16.0,87,13.7,17.1,0.0,0.0,1011.3,1000.0,6,0.5,270,7.9,0,0.0
2025-07-03 11:00:00+00:00,6.6,15.0,0.0069,0.0,0.2,0.022,15.7,87,13.5,16.7,0.0,0.0,1011.6,1000.3,12,1.2,321,6.1,0,0.0
2025-07-03 12:00:00+00:00,6.7,12.0,0.0082,0.0,0.2,0.024,16.2,84,13.5,16.5,0.0,0.0,1011.8,1000.5,19,5.7,136,16.9,1,0.0
2025-07-03 13:00:00+00:00,4.6,12.0,0.009,0.0,0.2,0.023,16.5,82,13.5,17.1,0.0,0.0,1012.3,1001.0,45,3.8,109,15.8,1,0.0
2025-07-03 14:00:00+00:00,7.2,16.0,0.0079,0.0,0.2,0.024,17.6,77,13.6,18.0,0.0,0.0,1012.7,1001.5,12,4.5,119,17.3,1,3352.77
