datetime,pm25,pm10,no2,so2,co,o3,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,is_day,sunshine_duration
2025-06-01 07:00:00+00:00,17.8,17.0,0.0148,0.0001,0.4,0.028,18.2,80,14.6,18.8,0.0,0.0,1013.8,1002.6,99,6.0,207,16.6,0,0.0
2025-06-01 08:00:00+00:00,16.2,20.0,0.0152,0.0001,0.3,0.029,17.0,86,14.6,17.1,0.0,0.0,1014.0,1002.7,88,9.7,170,23.4,0,0.0
2025-06-01 09:00:00+00:00,15.8,20.0,0.0123,0.0001,0.4,0.03,16.8,87,14.6,17.9,0.0,0.0,1013.6,1002.3,100,2.3,184,22.7,0,0.0
2025-06-01 10:00:00+00:00,14.0,18.0,0.0073,0.0001,0.3,0.031,17.1,85,14.5,18.0,0.0,0.0,1012.9,1001.6,100,3.7,259,10.1,0,0.0
2025-06-01 11:00:00+00:00,13.5,18.0,0.0088,0.0,0.3,0.028,17.3,83,14.4,18.0,0.0,0.0,1012.0,1000.8,100,5.2,205,13.0,0,0.0
2025-06-01 12:00:00+00:00,11.4,18.0,0.0177,0.0001,0.3,0.019,17.8,81,14.5,18.2,0.0,0.0,1013.5,1002.3,90,7.7,144,20.2,1,0.0
2025-06-01 13:00:00+00:00,16.0,19.0,0.0137,0.0002,0.4,0.025,19.2,74,14.4,19.9,0.0,0.0,1013.9,1002.7,86,4.4,63,17.6,1,2355.61
2025-06-01 14:00:00+00:00,16.3,25.0,0.0137,0.0004,0.4,0.031,21.2,64,14.1,21.6,0.0,0.0,1014.2,1003.1,50,6.0,139,18.7,1,3600.0
2025-06-01 15:00:00+00:00,17.8,30.0,0.0118,0.0004,0.3,0.042,24.4,50,13.4,24.8,0.0,0.0,1014.0,1003.0,100,4.2,137,18.4,1,3600.0
2025-06-01 16:00:00+00:00,15.5,25.0,0.0132,0.0003,0.3,0.051,26.9,42,12.9,27.0,0.0,0.0,1013.2,1002.3,99,8.3,162,25.6,1,3600.0
2025-06-01 17:00:00+00:00,17.3,28.0,0.0121,0.0004,0.3,0.063,28.8,34,11.4,29.1,0.0,0.0,1012.8,1002.0,100,8.3,175,27.0,1,3600.0
2025-06-01 18:00:00+00:00,14.8,25.0,0.0114,0.0004,0.3,0.069,29.2,31,10.5,28.4,0.0,0.0,1012.3,1001.5,100,8.3,181,26.3,1,3600.0
2025-06-01 19:00:00+00:00,17.3,25.0,0.0082,0.0003,0.3,0.073,29.4,32,11.1,28.5,0.0,0.0,1011.9,1001.1,100,10.5,205,29.2,1,3600.0
2025-06-01 20:00:00+00:00,13.3,20.0,0.0065,0.0003,0.3,0.065,28.4,38,12.5,27.4,0.0,0.0,1011.4,1000.6,100,12.4,222,33.1,1,2085.14
2025-06-01 21:00:00+00:00,8.3,19.0,0.0048,0.0002,0.2,0.056,27.8,37,11.8,26.9,0.0,0.0,1010.8,1000.0,97,14.1,224,36.7,1,3600.0
2025-06-01 22:00:00+00:00,9.7,15.0,0.0062,0.0003,0.2,0.057,25.8,44,12.6,24.7,0.0,0.0,1010.7,999.8,100,14.8,226,38.5,1,3600.0
2025-06-01 23:00:00+00:00,8.7,19.0,0.0052,0.0002,0.2,0.058,23.3,54,13.5,22.7,0.0,0.0,1011.1,1000.1,55,12.0,221,38.5,1,3600.0
2025-06-02 00:00:00+00:00,10.0,20.0,0.0037,0.0001,0.2,0.055,26.2,38,10.8,24.6,0.0,0.0,1010.2,999.3,9,12.4,228,31.0,1,3600.0
2025-06-02 01:00:00+00:00,8.3,18.0,0.0036,0.0001,0.2,0.054,22.1,60,13.9,21.6,0.0,0.0,1011.0,1000.0,9,11.7,226,33.1,1,3600.0
2025-06-02 02:00:00+00:00,9.7,13.0,0.0045,0.0001,0.2,0.046,19.6,73,14.6,19.7,0.0,0.0,1011.6,1000.5,26,9.3,216,29.2,0,1724.85
2025-06-02 03:00:00+00:00,15.5,21.0,0.0047,0.0001,0.2,0.041,18.1,79,14.4,18.1,0.0,0.0,1012.3,1001.1,22,9.3,208,23.4,0,0.0
2025-06-02 04:00:00+00:00,9.9,12.0,0.0047,0.0,0.2,0.036,17.2,82,14.1,17.6,0.0,0.0,1013.1,1001.8,16,6.3,195,23.0,0,0.0
2025-06-02 05:00:00+00:00,6.1,10.0,0.0064,0.0,0.2,0.034,16.9,82,13.9,17.5,0.0,0.0,1013.3,1002.0,5,4.5,178,16.6,0,0.0
2025-06-02 06:00:00+00:00,10.2,11.0,0.0076,0.0001,0.2,0.031,16.8,81,13.5,17.3,0.0,0.0,1013.4,1002.1,1,4.0,177,13.3,0,0.0
2025-06-02 07:00:00+00:00,10.2,13.0,0.008,0.0001,0.3,0.03,16.8,79,13.1,17.3,0.0,0.0,1013.4,1002.1,0,3.3,189,10.8,0,0.0
2025-06-02 08:00:00+00:00,8.7,13.0,0.0093,0.0,0.3,0.024,16.6,80,13.1,17.0,0.0,0.0,1013.3,1002.0,0,3.4,205,9.0,0,0.0
2025-06-02 09:00:00+00:00,6.1,15.0,0.008,0.0,0.3,0.025,16.3,82,13.2,16.9,0.0,0.0,1013.4,1002.1,0,3.1,183,8.6,0,0.0
2025-06-02 10:00:00+00:00,7.6,15.0,0.0119,0.0001,0.2,0.018,16.0,84,13.4,16.6,0.0,0.0,1013.4,1002.1,0,3.1,170,8.3,0,0.0
2025-06-02 11:00:00+00:00,8.5,15.0,0.0143,0.0001,0.3,0.012,15.7,87,13.5,16.4,0.0,0.0,1013.6,1002.3,3,2.2,166,7.6,0,0.0
2025-06-02 12:00:00+00:00,10.9,20.0,0.0241,0.0003,0.3,0.005,15.6,88,13.6,16.3,0.0,0.0,1014.1,1002.8,4,3.2,153,8.3,1,0.0
2025-06-02 13:00:00+00:00,14.8,25.0,0.0244,0.0003,0.3,0.005,16.5,83,13.6,17.0,0.0,0.0,1014.5,1003.2,11,3.9,152,12.2,1,3055.33
2025-06-02 14:00:00+00:00,15.5,23.0,0.0178,0.0003,0.3,0.012,18.1,74,13.4,18.3,0.0,0.0,1014.7,1003.5,12,5.5,157,18.0,1,3600.0
2025-06-02 15:00:00+00:00,16.0,29.0,0.0157,0.0003,0.4,0.018,20.3,64,13.2,20.4,0.0,0.0,1015.0,1003.8,8,5.5,169,20.2,1,3600.0
2025-06-02 16:00:00+00:00,15.8,33.0,0.0172,0.0005,0.3,0.024,22.6,55,13.1,23.2,0.0,0.0,1014.8,1003.7,4,6.1,180,22.0,1,3600.0
2025-06-02 17:00:00+00:00,13.1,27.0,0.0117,0.0004,0.3,0.036,24.7,48,13.1,26.1,0.0,0.0,1014.8,1003.8,2,7.8,184,25.9,1,3600.0
2025-06-02 18:00:00+00:00,11.9,29.0,0.0099,0.0004,0.2,0.042,25.9,47,13.7,27.7,0.0,0.0,1014.6,1003.7,1,10.0,194,30.2,1,3600.0
2025-06-02 19:00:00+00:00,11.4,30.0,0.0089,0.0004,0.2,0.043,25.9,48,14.1,27.6,0.0,0.0,1014.5,1003.6,0,12.3,205,34.9,1,3600.0
2025-06-02 20:00:00+00:00,10.2,27.0,0.0067,0.0003,0.2,0.046,25.3,50,14.0,26.8,0.0,0.0,1014.4,1003.4,1,12.9,215,36.7,1,3600.0
2025-06-02 21:00:00+00:00,10.4,21.0,0.0057,0.0003,0.2,0.045,24.7,50,13.7,26.0,0.0,0.0,1013.9,1002.9,1,11.7,217,36.7,1,3600.0
2025-06-02 22:00:00+00:00,9.2,22.0,0.0046,0.0002,0.2,0.042,24.2,51,13.3,24.7,0.0,0.0,1013.4,1002.4,0,11.4,219,34.2,1,3600.0
2025-06-02 23:00:00+00:00,7.3,15.0,0.0043,0.0001,0.2,0.041,23.0,54,13.1,22.5,0.0,0.0,1013.2,1002.2,0,11.6,224,33.5,1,3600.0
2025-06-03 00:00:00+00:00,7.8,14.0,0.0047,0.0001,0.2,0.038,21.7,58,13.0,21.1,0.0,0.0,1013.4,1002.3,0,10.6,230,32.4,1,3600.0
2025-06-03 01:00:00+00:00,5.9,8.0,0.005,0.0,0.2,0.033,20.3,62,12.8,19.8,0.0,0.0,1013.5,1002.4,0,9.1,221,29.2,1,3600.0
2025-06-03 02:00:00+00:00,5.4,9.0,0.005,0.0,0.2,0.029,18.7,69,12.8,18.4,0.0,0.0,1014.0,1002.8,0,8.0,211,24.5,1,1865.62
2025-06-03 03:00:00+00:00,9.2,17.0,0.0055,0.0001,0.2,0.027,17.8,73,13.0,17.7,0.0,0.0,1014.6,1003.4,1,7.0,212,20.9,0,0.0
2025-06-03 04:00:00+00:00,8.6,19.0,0.0042,0.0,0.2,0.029,17.2,77,13.1,17.3,0.0,0.0,1015.4,1004.1,1,6.3,231,18.4,0,0.0
2025-06-03 05:00:00+00:00,7.3,15.0,0.0039,0.0,0.2,0.029,16.9,79,13.2,17.3,0.0,0.0,1015.8,1004.5,2,4.5,223,15.8,0,0.0
2025-06-03 06:00:00+00:00,6.9,16.0,0.0051,0.0,0.2,0.028,16.7,80,13.3,17.0,0.0,0.0,1016.1,1004.8,10,4.5,217,12.2,0,0.0
2025-06-03 07:00:00+00:00,12.6,18.0,0.0056,0.0,0.2,0.026,16.3,82,13.2,16.6,0.0,0.0,1016.0,1004.7,21,4.7,208,12.2,0,0.0
2025-06-03 08:00:00+00:00,12.1,24.0,0.0077,0.0001,0.2,0.022,16.0,83,13.2,16.3,0.0,0.0,1015.5,1004.2,48,4.2,198,11.9,0,0.0
2025-06-03 09:00:00+00:00,18.2,24.0,0.0099,0.0,0.2,0.021,16.0,83,13.1,16.4,0.0,0.0,1015.5,1004.2,75,3.8,221,10.4,0,0.0
2025-06-03 10:00:00+00:00,11.9,23.0,0.0088,0.0001,0.2,0.021,16.1,82,13.0,16.6,0.0,0.0,1015.2,1003.9,100,3.4,264,11.9,0,0.0
2025-06-03 11:00:00+00:00,14.1,29.0,0.0067,0.0001,0.2,0.023,16.1,82,13.0,16.3,0.0,0.0,1015.1,1003.8,100,4.7,263,12.6,0,0.0
2025-06-03 12:00:00+00:00,14.3,23.0,0.0084,0.0001,0.2,0.02,15.7,83,12.7,15.7,0.0,0.0,1015.0,1003.7,89,5.2,286,15.1,1,0.0
2025-06-03 13:00:00+00:00,13.3,26.0,0.0089,0.0,0.2,0.019,16.0,81,12.8,16.2,0.0,0.0,1014.9,1003.6,77,4.7,238,13.7,1,0.0
2025-06-03 14:00:00+00:00,14.3,25.0,0.0104,0.0,0.2,0.018,17.5,74,12.8,17.7,0.0,0.0,1015.1,1003.8,83,4.8,241,17.3,1,3600.0
2025-06-03 15:00:00+00:00,15.5,29.0,0.0119,0.0,0.3,0.018,19.3,65,12.7,19.4,0.0,0.0,1015.0,1003.8,84,5.0,249,19.1,1,3600.0
2025-06-03 16:00:00+00:00,16.0,30.0,0.0138,0.0,0.3,0.019,21.5,57,12.5,21.6,0.0,0.0,1014.9,1003.8,80,4.4,235,20.9,1,3600.0
2025-06-03 17:00:00+00:00,11.9,21.0,0.0095,0.0,0.2,0.025,23.4,50,12.5,24.9,0.0,0.0,1014.8,1003.8,98,3.1,216,20.9,1,3600.0
2025-06-03 18:00:00+00:00,11.1,20.0,0.0079,0.0,0.2,0.031,22.7,58,14.1,22.8,2.2,2.2,1014.5,1003.4,100,8.5,209,28.8,1,2910.98
2025-06-03 19:00:00+00:00,14.6,21.0,0.0084,0.0,0.2,0.036,22.3,64,15.3,22.9,1.4,1.4,1014.0,1002.9,100,7.7,231,28.1,1,2235.18
2025-06-03 20:00:00+00:00,15.8,23.0,0.0082,0.0,0.2,0.036,21.0,72,15.9,21.2,0.8,0.8,1013.0,1001.9,99,12.1,255,34.2,1,1801.31
2025-06-03 21:00:00+00:00,9.7,18.0,0.0042,0.0,0.2,0.043,20.0,75,15.4,20.1,0.1,0.1,1012.9,1001.8,86,11.5,238,33.1,1,3600.0
2025-06-03 22:00:00+00:00,8.5,16.0,0.0054,0.0,0.2,0.039,20.7,70,14.9,20.9,0.0,0.0,1011.9,1000.8,44,11.1,241,33.5,1,3600.0
2025-06-03 23:00:00+00:00,6.9,12.0,0.006,0.0,0.2,0.033,20.8,69,14.8,21.0,0.0,0.0,1011.5,1000.4,56,8.9,251,30.6,1,3600.0
2025-06-04 00:00:00+00:00,6.6,12.0,0.005,0.0,0.2,0.033,18.7,78,14.7,19.6,0.1,0.1,1011.9,1000.7,46,4.5,254,32.4,1,3600.0
2025-06-04 01:00:00+00:00,8.8,13.0,0.0061,0.0,0.2,0.031,18.5,78,14.6,18.7,0.0,0.0,1011.5,1000.3,5,8.5,216,22.3,1,3600.0
2025-06-04 02:00:00+00:00,9.2,12.0,0.0072,0.0,0.2,0.029,17.0,83,14.1,17.3,0.0,0.0,1012.6,1001.3,26,6.9,194,22.7,1,1745.67
2025-06-04 03:00:00+00:00,6.6,10.0,0.0053,0.0,0.2,0.031,16.6,85,14.0,17.1,0.0,0.0,1012.4,1001.1,0,5.4,256,15.5,0,0.0
2025-06-04 04:00:00+00:00,6.9,13.0,0.0039,0.0,0.2,0.031,15.9,88,13.9,16.2,0.0,0.0,1012.5,1001.2,0,6.1,275,16.9,0,0.0
2025-06-04 05:00:00+00:00,7.8,20.0,0.0065,0.0,0.2,0.026,15.5,90,14.0,16.1,0.0,0.0,1012.9,1001.6,1,4.9,174,13.7,0,0.0
2025-06-04 06:00:00+00:00,5.9,16.0,0.0062,0.0,0.2,0.026,15.0,94,14.0,15.5,0.0,0.0,1013.1,1001.8,33,5.5,148,13.7,0,0.0
2025-06-04 07:00:00+00:00,11.4,23.0,0.0078,0.0,0.2,0.024,14.8,94,13.8,15.1,0.0,0.0,1013.0,1001.7,90,5.9,142,14.0,0,0.0
2025-06-04 08:00:00+00:00,11.6,22.0,0.0032,0.0,0.1,0.029,14.8,93,13.7,15.2,0.0,0.0,1013.1,1001.8,60,5.0,145,14.0,0,0.0
2025-06-04 09:00:00+00:00,9.2,22.0,0.0029,0.0,0.1,0.029,14.8,93,13.6,15.5,0.0,0.0,1012.9,1001.6,72,3.0,123,11.5,0,0.0
2025-06-04 10:00:00+00:00,8.5,21.0,0.0034,0.0,0.1,0.028,14.7,93,13.5,15.6,0.0,0.0,1012.7,1001.4,82,1.3,98,7.2,0,0.0
2025-06-04 11:00:00+00:00,9.9,21.0,0.004,0.0,0.2,0.028,14.6,93,13.5,15.7,0.0,0.0,1012.6,1001.3,100,0.2,90,4.7,0,0.0
2025-06-04 12:00:00+00:00,13.8,17.0,0.0113,0.0,0.2,0.02,15.0,90,13.5,15.6,0.0,0.0,1012.8,1001.5,100,3.6,123,9.7,1,0.0
2025-06-04 13:00:00+00:00,11.1,20.0,0.0147,0.0,0.2,0.016,15.6,88,13.6,16.2,0.0,0.0,1013.1,1001.8,100,3.6,143,10.8,1,87.86
2025-06-04 14:00:00+00:00,10.9,16.0,0.0164,0.0,0.3,0.013,16.1,85,13.6,16.7,0.0,0.0,1013.1,1001.8,100,3.3,171,11.9,1,0.0
2025-06-04 15:00:00+00:00,10.9,19.0,0.015,0.0,0.3,0.015,16.8,82,13.7,17.4,0.0,0.0,1013.3,1002.0,100,3.8,211,14.0,1,0.0
2025-06-04 16:00:00+00:00,9.2,21.0,0.0138,0.0,0.3,0.019,17.7,77,13.7,18.4,0.0,0.0,1013.2,1002.0,100,3.6,229,14.8,1,0.0
2025-06-04 17:00:00+00:00,6.1,18.0,0.0115,0.0,0.3,0.022,19.4,70,13.7,19.9,0.0,0.0,1012.7,1001.5,78,4.2,216,17.3,1,3600.0
2025-06-04 18:00:00+00:00,9.7,16.0,0.0087,0.0,0.3,0.03,21.2,61,13.5,21.8,0.0,0.0,1012.3,1001.2,100,6.6,202,22.3,1,3600.0
2025-06-04 19:00:00+00:00,11.6,25.0,0.0109,0.0,0.3,0.033,22.5,60,14.3,24.5,0.0,0.0,1011.6,1000.6,4,8.7,207,27.4,1,3600.0
2025-06-04 20:00:00+00:00,15.3,25.0,0.0089,0.0,0.3,0.042,22.7,60,14.5,24.7,0.0,0.0,1010.9,999.9,10,10.7,217,31.3,1,3600.0
2025-06-04 21:00:00+00:00,14.8,21.0,0.0063,0.0001,0.2,0.048,22.4,61,14.4,23.8,0.0,0.0,1010.6,999.6,13,12.0,220,33.8,1,3600.0
2025-06-04 22:00:00+00:00,13.8,18.0,0.0074,0.0002,0.2,0.046,21.9,61,14.0,22.6,0.0,0.0,1010.4,999.4,20,11.9,222,34.2,1,3600.0
2025-06-04 23:00:00+00:00,10.7,21.0,0.0069,0.0002,0.2,0.045,20.8,65,13.9,20.7,0.0,0.0,1010.4,999.3,23,11.2,228,33.1,1,3600.0
2025-06-05 00:00:00+00:00,9.7,19.0,0.0047,0.0,0.2,0.039,19.3,72,14.1,19.1,0.0,0.0,1010.9,999.8,31,10.6,227,29.2,1,3600.0
2025-06-05 01:00:00+00:00,11.4,15.0,0.0045,0.0,0.2,0.037,18.2,76,14.0,18.2,0.0,0.0,1011.3,1000.1,28,8.3,229,28.4,1,3600.0
2025-06-05 02:00:00+00:00,9.0,19.0,0.0051,0.0,0.2,0.036,17.2,80,13.8,17.3,0.0,0.0,1011.7,1000.5,41,7.7,234,22.0,1,1490.13
2025-06-05 03:00:00+00:00,10.2,21.0,0.0057,0.0,0.2,0.034,16.5,83,13.7,16.7,0.0,0.0,1012.1,1000.8,95,6.8,228,19.1,0,0.0
2025-06-05 04:00:00+00:00,9.2,18.0,0.0062,0.0,0.2,0.033,16.2,85,13.6,16.5,0.0,0.0,1012.8,1001.5,100,5.8,219,16.6,0,0.0
2025-06-05 05:00:00+00:00,12.1,20.0,0.0086,0.0,0.2,0.032,15.9,86,13.5,16.3,0.0,0.0,1013.1,1001.8,100,5.0,206,14.0,0,0.0
2025-06-05 06:00:00+00:00,12.9,25.0,0.0084,0.0,0.2,0.03,15.8,86,13.5,16.3,0.0,0.0,1012.9,1001.6,100,4.4,199,13.3,0,0.0
2025-06-05 07:00:00+00:00,14.3,22.0,0.0078,0.0,0.2,0.031,15.8,86,13.4,16.4,0.0,0.0,1012.9,1001.6,100,3.2,199,11.5,0,0.0
2025-06-05 08:00:00+00:00,16.5,21.0,0.0074,0.0,0.1,0.031,15.8,86,13.4,16.4,0.0,0.0,1012.8,1001.5,100,3.1,201,9.7,0,0.0
2025-06-05 09:00:00+00:00,11.9,22.0,0.0075,0.0,0.2,0.03,15.7,86,13.3,16.4,0.0,0.0,1012.6,1001.3,100,2.5,201,9.4,0,0.0
2025-06-05 10:00:00+00:00,14.1,21.0,0.0071,0.0,0.2,0.029,15.6,86,13.3,16.3,0.0,0.0,1012.4,1001.1,100,2.6,231,7.9,0,0.0
2025-06-05 11:00:00+00:00,16.0,18.0,0.0076,0.0,0.2,0.028,15.6,86,13.3,16.2,0.0,0.0,1012.6,1001.3,100,2.5,249,8.3,0,0.0
2025-06-05 12:00:00+00:00,15.8,21.0,0.0097,0.0,0.2,0.025,15.7,84,13.1,16.3,0.0,0.0,1012.7,1001.4,100,2.3,86,7.9,1,0.0
2025-06-05 13:00:00+00:00,13.1,15.0,0.0106,0.0,0.2,0.025,15.9,83,13.1,16.6,0.0,0.0,1013.1,1001.8,100,1.5,126,7.2,1,0.0
2025-06-05 14:00:00+00:00,8.7,17.0,0.015,0.0,0.3,0.022,16.2,82,13.1,17.0,0.0,0.0,1013.4,1002.1,100,1.0,239,8.3,1,0.0
2025-06-05 15:00:00+00:00,8.7,21.0,0.0136,0.0,0.3,0.022,17.0,77,13.0,17.7,0.0,0.0,1013.4,1002.1,100,1.9,253,11.5,1,0.0
2025-06-05 16:00:00+00:00,12.4,29.0,0.0122,0.0,0.3,0.025,18.4,71,13.0,18.9,0.0,0.0,1013.2,1002.0,100,3.1,234,15.1,1,894.03
2025-06-05 17:00:00+00:00,12.6,23.0,0.0118,0.0,0.3,0.025,19.9,65,13.0,20.1,0.0,0.0,1013.0,1001.9,78,4.8,214,19.1,1,1604.85
2025-06-05 18:00:00+00:00,10.9,18.0,0.0095,0.0,0.3,0.029,21.6,59,13.3,22.4,0.0,0.0,1012.7,1001.6,64,6.6,215,23.8,1,3600.0
2025-06-05 19:00:00+00:00,13.1,22.0,0.0091,0.0,0.3,0.036,22.6,57,13.6,24.1,0.0,0.0,1012.2,1001.2,2,9.2,223,29.2,1,3600.0
2025-06-05 20:00:00+00:00,10.9,22.0,0.0071,0.0,0.2,0.045,23.0,56,13.9,24.8,0.0,0.0,1011.6,1000.6,4,10.9,230,32.8,1,3600.0
2025-06-05 21:00:00+00:00,9.7,21.0,0.0052,0.0001,,0.046,22.9,56,13.6,24.2,0.0,0.0,1011.1,1000.1,1,12.0,227,34.9,1,3600.0
2025-06-05 22:00:00+00:00,10.9,16.0,0.0046,0.0,0.2,0.042,22.3,57,13.3,22.8,0.0,0.0,1010.9,999.9,8,12.1,230,35.3,1,3600.0
2025-06-05 23:00:00+00:00,7.4,12.0,0.0036,0.0,0.2,0.041,21.3,60,13.1,20.8,0.0,0.0,1010.8,999.7,12,11.5,231,34.6,1,3600.0
2025-06-06 00:00:00+00:00,6.6,15.0,0.0034,0.0,0.2,0.039,19.8,67,13.5,19.4,0.0,0.0,1011.0,999.9,21,10.2,225,29.5,1,3600.0
2025-06-06 01:00:00+00:00,6.4,7.0,0.0034,0.0,0.2,0.039,18.5,71,13.3,18.3,0.0,0.0,1011.4,1000.2,12,8.3,224,28.4,1,3600.0
2025-06-06 02:00:00+00:00,5.2,14.0,0.0036,0.0,0.2,0.035,17.4,76,13.2,17.4,0.0,0.0,1011.8,1000.6,12,6.9,231,22.7,1,1897.98
2025-06-06 03:00:00+00:00,5.2,11.0,0.0035,0.0,0.2,0.035,16.6,81,13.3,16.7,0.0,0.0,1012.2,1000.9,11,6.1,242,18.0,0,0.0
2025-06-06 04:00:00+00:00,9.5,8.0,0.0034,0.0,0.1,0.035,16.2,83,13.4,16.6,0.0,0.0,1012.9,1001.6,18,4.0,249,15.5,0,0.0
2025-06-06 05:00:00+00:00,7.1,5.0,0.0035,0.0,0.2,0.034,15.9,85,13.3,16.4,0.0,0.0,1013.1,1001.8,54,3.9,236,10.4,0,0.0
2025-06-06 06:00:00+00:00,4.5,10.0,0.0035,0.0,0.2,0.034,15.6,86,13.4,16.3,0.0,0.0,1013.2,1001.9,57,2.8,259,10.1,0,0.0
2025-06-06 07:00:00+00:00,6.9,12.0,0.0029,0.0,0.1,0.034,15.4,88,13.4,16.2,0.0,0.0,1013.1,1001.8,56,2.0,265,7.6,0,0.0
2025-06-06 08:00:00+00:00,6.9,7.0,0.0025,0.0,0.1,0.035,15.2,89,13.4,16.1,0.0,0.0,1012.9,1001.6,35,1.3,278,6.1,0,0.0
2025-06-06 09:00:00+00:00,7.1,10.0,0.0031,0.0,0.2,0.034,15.1,89,13.3,16.1,0.0,0.0,1012.9,1001.6,33,0.6,326,5.0,0,0.0
2025-06-06 10:00:00+00:00,15.8,10.0,0.0054,0.0,0.1,0.031,14.9,90,13.3,15.7,0.0,0.0,1012.8,1001.5,99,1.6,297,6.1,0,0.0
2025-06-06 11:00:00+00:00,10.9,14.0,0.0058,0.0,0.2,0.03,14.8,91,13.3,15.5,0.0,0.0,1013.0,1001.7,100,1.9,287,7.6,0,0.0
2025-06-06 12:00:00+00:00,8.5,16.0,0.0084,0.0,0.2,0.026,15.4,86,13.1,16.1,0.0,0.0,1013.1,1001.8,100,1.8,79,8.3,1,0.0
2025-06-06 13:00:00+00:00,12.4,20.0,0.0089,0.0,0.2,0.026,15.6,85,13.1,16.5,0.0,0.0,1013.7,1002.4,100,0.3,45,7.2,1,0.0
2025-06-06 14:00:00+00:00,11.9,18.0,0.0083,0.0,0.2,0.027,15.9,84,13.1,16.7,0.0,0.0,1014.1,1002.8,100,1.0,292,9.0,1,0.0
2025-06-06 15:00:00+00:00,13.6,25.0,0.0115,0.0,0.3,0.025,17.2,77,13.0,17.9,0.0,0.0,1014.3,1003.0,100,1.3,270,11.9,1,282.41
2025-06-06 16:00:00+00:00,13.3,26.0,0.01,0.0,0.3,0.027,19.1,68,13.0,19.8,0.0,0.0,1014.0,1002.8,89,1.9,229,14.8,1,2775.13
2025-06-06 17:00:00+00:00,12.1,28.0,0.0097,0.0,0.3,0.031,22.0,57,13.0,23.1,0.0,0.0,1013.4,1002.3,61,3.3,221,18.7,1,3600.0
2025-06-06 18:00:00+00:00,17.0,28.0,0.0099,0.0,0.3,0.035,24.1,50,13.1,26.2,0.0,0.0,1013.2,1002.2,11,6.2,221,24.5,1,3600.0
2025-06-06 19:00:00+00:00,20.0,36.0,0.0103,0.0,0.2,0.04,25.0,49,13.5,27.0,0.0,0.0,1012.5,1001.5,15,9.7,223,30.6,1,3600.0
2025-06-06 20:00:00+00:00,20.2,28.0,0.0104,0.0,0.2,0.043,24.9,49,13.5,26.4,0.0,0.0,1012.1,1001.1,4,12.4,228,36.4,1,3600.0
2025-06-06 21:00:00+00:00,17.3,25.0,0.0076,0.0001,0.2,0.048,24.4,50,13.2,25.4,0.0,0.0,1011.7,1000.7,0,13.0,227,37.1,1,3600.0
2025-06-06 22:00:00+00:00,8.7,21.0,0.0054,0.0,0.2,0.049,23.4,52,13.1,23.7,0.0,0.0,1011.5,1000.5,0,13.4,230,37.8,1,3600.0
2025-06-06 23:00:00+00:00,11.1,16.0,0.0049,0.0,0.2,0.046,22.1,57,13.2,21.6,0.0,0.0,1011.5,1000.5,0,12.4,231,37.4,1,3600.0
2025-06-07 00:00:00+00:00,10.9,19.0,0.0037,0.0,0.2,0.042,19.8,66,13.3,19.3,0.0,0.0,1011.8,1000.7,6,10.3,229,32.8,1,3600.0
2025-06-07 01:00:00+00:00,9.2,15.0,0.0034,0.0,0.2,0.038,18.5,71,13.2,18.3,0.0,0.0,1012.2,1001.0,3,8.0,236,29.2,1,3600.0
2025-06-07 02:00:00+00:00,8.1,12.0,0.0037,0.0,0.2,0.034,17.4,76,13.2,17.4,0.0,0.0,1012.8,1001.6,2,6.5,219,23.0,1,2117.93
2025-06-07 03:00:00+00:00,7.1,12.0,0.0037,0.0,0.2,0.032,16.6,81,13.3,16.6,0.0,0.0,1013.6,1002.3,9,6.6,215,18.4,0,0.0
2025-06-07 04:00:00+00:00,6.6,13.0,0.0037,0.0,0.2,0.03,16.2,83,13.3,16.3,0.0,0.0,1014.5,1003.2,44,6.0,221,17.3,0,0.0
2025-06-07 05:00:00+00:00,9.5,16.0,0.0049,0.0,0.2,0.029,15.9,84,13.2,16.2,0.0,0.0,1014.9,1003.6,59,4.8,217,15.5,0,0.0
2025-06-07 06:00:00+00:00,9.0,16.0,0.0047,0.0,0.2,0.029,15.7,85,13.2,16.0,0.0,0.0,1014.9,1003.6,60,4.9,219,13.3,0,0.0
2025-06-07 07:00:00+00:00,9.9,17.0,0.0062,0.0,0.2,0.028,15.5,85,13.1,15.9,0.0,0.0,1014.8,1003.5,100,4.1,221,13.3,0,0.0
2025-06-07 08:00:00+00:00,12.6,19.0,0.0063,0.0,0.2,0.026,15.3,86,12.9,15.6,0.0,0.0,1014.5,1003.2,100,3.6,237,11.5,0,0.0
2025-06-07 09:00:00+00:00,12.1,19.0,0.0081,0.0,0.2,0.023,15.0,87,12.9,15.5,0.0,0.0,1014.2,1002.9,100,3.0,253,11.2,0,0.0
2025-06-07 10:00:00+00:00,14.8,18.0,0.0085,0.0,0.2,0.023,15.0,87,12.8,15.4,0.0,0.0,1014.1,1002.8,100,2.5,262,9.7,0,0.0
2025-06-07 11:00:00+00:00,11.4,22.0,0.0081,0.0,0.2,0.023,14.9,87,12.8,15.5,0.0,0.0,1014.3,1002.9,100,1.5,256,9.0,0,0.0
