datetime,pm25,pm10,no2,so2,co,o3
2025-06-15 00:00:00+00:00,20.0,34.0,0.0061,0.0,0.3,0.066
2025-06-15 01:00:00+00:00,16.3,25.0,0.0061,0.0,0.3,0.06
2025-06-15 02:00:00+00:00,14.5,29.0,0.0063,0.0,0.2,0.049
2025-06-15 03:00:00+00:00,11.4,23.0,0.0075,0.0,0.2,0.035
2025-06-15 04:00:00+00:00,15.3,25.0,0.0091,0.0,0.3,0.028
2025-06-15 05:00:00+00:00,13.1,25.0,0.0091,0.0002,0.3,0.028
2025-06-15 06:00:00+00:00,13.3,33.0,0.0163,0.0004,0.3,0.018
2025-06-15 07:00:00+00:00,11.9,37.0,0.0181,0.0003,0.3,0.015
2025-06-15 08:00:00+00:00,16.3,32.0,0.0229,0.0003,0.4,0.006
2025-06-15 09:00:00+00:00,14.5,36.0,0.0261,0.0004,0.4,0.006
2025-06-15 10:00:00+00:00,17.5,39.0,0.0256,0.0003,0.4,0.002
2025-06-15 11:00:00+00:00,14.8,37.0,0.0232,0.0002,0.4,0.001
2025-06-15 12:00:00+00:00,16.0,34.0,0.0252,0.0002,0.4,0.001
2025-06-15 13:00:00+00:00,12.8,33.0,0.0187,0.0002,0.3,0.011
2025-06-15 14:00:00+00:00,13.8,31.0,0.0097,0.0001,0.2,0.024
2025-06-15 15:00:00+00:00,18.0,36.0,0.0091,0.0,0.2,0.027
2025-06-15 16:00:00+00:00,24.1,34.0,0.0113,0.0001,0.3,0.032
2025-06-15 17:00:00+00:00,24.3,42.0,0.0141,0.0001,0.3,0.042
2025-06-15 18:00:00+00:00,27.5,44.0,0.0115,0.0002,0.4,0.067
2025-06-15 19:00:00+00:00,22.4,39.0,0.0065,0.0002,0.3,0.09
2025-06-15 20:00:00+00:00,26.8,52.0,0.0092,0.0006,0.3,0.083
2025-06-15 21:00:00+00:00,23.3,52.0,0.0069,0.0006,0.3,0.082
2025-06-15 22:00:00+00:00,19.0,36.0,0.0044,0.0003,0.2,0.069
2025-06-15 23:00:00+00:00,17.8,41.0,0.0037,0.0003,0.2,0.058
2025-06-16 00:00:00+00:00,14.8,40.0,0.0041,0.0003,0.2,0.058
2025-06-16 01:00:00+00:00,19.5,35.0,0.0055,0.0002,0.2,0.049
2025-06-16 02:00:00+00:00,16.5,32.0,0.0053,0.0002,0.2,0.043
2025-06-16 03:00:00+00:00,15.3,29.0,0.0087,0.0001,0.2,0.038
