datetime,pm25,pm10,no2,so2,co,o3
2025-09-07 00:00:00+00:00,9.2,22.0,0.0065,0.0001,0.2,0.047
2025-09-07 01:00:00+00:00,10.4,26.0,0.0064,0.0002,0.2,0.049
2025-09-07 02:00:00+00:00,11.9,27.0,0.0071,0.0001,0.3,0.052
2025-09-07 03:00:00+00:00,11.0,28.0,0.0078,0.0001,0.3,0.044
2025-09-07 04:00:00+00:00,10.6,24.0,0.0117,0.0001,0.3,0.033
2025-09-07 05:00:00+00:00,8.5,18.0,0.0109,0.0001,0.2,0.024
2025-09-07 06:00:00+00:00,8.5,18.0,0.0213,0.0002,0.3,0.011
2025-09-07 07:00:00+00:00,7.2,21.0,0.0226,0.0003,0.3,0.01
2025-09-07 08:00:00+00:00,9.6,25.0,0.0254,0.0003,0.5,0.002
2025-09-07 09:00:00+00:00,11.7,18.0,0.0254,0.0002,0.5,0.002
2025-09-07 10:00:00+00:00,10.0,20.0,0.0187,0.0002,0.4,0.004
2025-09-07 11:00:00+00:00,10.3,24.0,0.0238,0.0002,0.5,0.0
2025-09-07 12:00:00+00:00,12.0,23.0,0.021,0.0001,0.5,0.0
2025-09-07 13:00:00+00:00,13.1,22.0,0.0217,0.0001,0.6,0.0
2025-09-07 14:00:00+00:00,14.5,25.0,0.0195,0.0002,0.6,0.005
2025-09-07 15:00:00+00:00,15.7,27.0,0.0166,0.0003,0.4,0.017
2025-09-07 16:00:00+00:00,14.4,28.0,0.0161,0.0003,0.4,0.028
2025-09-07 17:00:00+00:00,18.5,26.0,0.022,0.0004,0.4,0.034
2025-09-07 18:00:00+00:00,19.4,34.0,0.0202,0.0007,0.4,0.056
2025-09-07 19:00:00+00:00,12.5,35.0,0.0102,0.0005,0.4,0.079
2025-09-07 20:00:00+00:00,13.2,29.0,0.0107,0.0008,0.3,0.071
2025-09-07 21:00:00+00:00,16.2,22.0,0.0064,0.0009,0.2,0.078
2025-09-07 22:00:00+00:00,11.3,14.0,0.0057,0.0004,0.2,0.058
2025-09-07 23:00:00+00:00,8.8,18.0,0.0048,0.0003,0.2,0.057
2025-09-08 00:00:00+00:00,6.0,14.0,0.0045,0.0001,0.2,0.048
2025-09-08 01:00:00+00:00,4.7,12.0,0.0039,0.0001,0.1,0.043
2025-09-08 02:00:00+00:00,7.6,22.0,0.0069,0.0001,0.2,0.041
2025-09-08 03:00:00+00:00,7.3,18.0,0.0116,0.0002,0.2,0.03
2025-09-08 04:00:00+00:00,10.8,26.0,0.0095,0.0002,0.2,0.024
2025-09-08 05:00:00+00:00,9.5,22.0,0.016,0.0004,0.2,0.016
2025-09-08 06:00:00+00:00,13.5,20.0,0.0274,0.0004,0.4,0.004
2025-09-08 07:00:00+00:00,11.9,19.0,0.0254,0.0003,0.4,0.004
2025-09-08 08:00:00+00:00,8.9,22.0,0.0245,0.0002,0.4,0.001
2025-09-08 09:00:00+00:00,9.0,20.0,0.0244,0.0002,0.5,0.001
2025-09-08 10:00:00+00:00,10.4,26.0,0.0243,0.0003,0.5,0.0
2025-09-08 11:00:00+00:00,13.9,24.0,0.0251,0.0003,0.6,0.0
2025-09-08 12:00:00+00:00,13.9,33.0,0.0247,0.0003,0.6,0.0
2025-09-08 13:00:00+00:00,14.2,36.0,0.025,0.0003,0.8,0.0
2025-09-08 14:00:00+00:00,13.6,34.0,0.026,0.0004,0.8,0.003
2025-09-08 15:00:00+00:00,10.9,34.0,0.0213,0.0007,0.5,0.011
2025-09-08 16:00:00+00:00,11.9,30.0,0.0209,0.0007,0.4,0.021
2025-09-08 17:00:00+00:00,12.7,36.0,0.0227,0.0007,0.4,0.028
2025-09-08 18:00:00+00:00,12.3,34.0,0.021,0.0006,0.3,0.039
2025-09-08 19:00:00+00:00,10.4,31.0,0.013,0.0005,0.3,0.056
2025-09-08 20:00:00+00:00,6.5,17.0,0.0078,0.0003,0.2,0.046
2025-09-08 21:00:00+00:00,5.6,20.0,0.0071,0.0003,0.2,0.047
2025-09-08 22:00:00+00:00,5.3,17.0,0.0059,0.0003,0.2,0.044
2025-09-08 23:00:00+00:00,2.8,10.0,0.0036,0.0001,0.2,0.033
2025-09-09 00:00:00+00:00,0.8,14.0,0.0038,0.0001,0.2,0.027
2025-09-09 01:00:00+00:00,3.3,9.0,0.0042,0.0,0.2,0.023
2025-09-09 02:00:00+00:00,2.4,4.0,0.0048,0.0,0.2,0.019
2025-09-09 03:00:00+00:00,3.1,5.0,0.0062,0.0,0.2,0.016
2025-09-09 04:00:00+00:00,4.0,7.0,0.0083,0.0,0.3,0.012
2025-09-09 05:00:00+00:00,4.4,14.0,0.0148,0.0,0.4,0.005
2025-09-09 06:00:00+00:00,5.4,12.0,0.0158,0.0001,0.2,0.006
2025-09-09 07:00:00+00:00,3.8,15.0,0.0185,0.0002,0.2,0.004
2025-09-09 08:00:00+00:00,4.0,12.0,0.0167,0.0001,0.3,0.001
2025-09-09 09:00:00+00:00,4.2,13.0,0.0152,0.0,0.3,0.001
2025-09-09 10:00:00+00:00,4.2,8.0,0.016,0.0001,0.2,0.001
2025-09-09 11:00:00+00:00,3.6,15.0,0.0166,0.0001,0.2,0.001
2025-09-09 12:00:00+00:00,3.5,15.0,0.0142,0.0,0.2,0.005
2025-09-09 13:00:00+00:00,5.6,11.0,0.0139,0.0,0.2,0.007
2025-09-09 14:00:00+00:00,3.8,16.0,0.0117,0.0,0.2,0.01
2025-09-09 15:00:00+00:00,2.1,21.0,0.0087,0.0,0.2,0.013
2025-09-09 16:00:00+00:00,14.9,126.0,0.0097,0.0,0.2,0.014
2025-09-09 17:00:00+00:00,10.2,23.0,0.0107,0.0001,0.2,0.019
2025-09-09 18:00:00+00:00,11.3,25.0,0.0111,0.0001,0.2,0.025
2025-09-09 19:00:00+00:00,8.8,24.0,0.0098,0.0001,0.2,0.035
2025-09-09 20:00:00+00:00,6.9,30.0,0.0096,0.0002,0.2,0.038
2025-09-09 21:00:00+00:00,7.1,27.0,0.0068,0.0002,0.1,0.037
2025-09-09 22:00:00+00:00,6.6,18.0,0.0045,0.0001,0.2,0.039
2025-09-09 23:00:00+00:00,6.7,18.0,0.0041,0.0,0.2,0.041
2025-09-10 00:00:00+00:00,4.4,11.0,0.0035,0.0,0.1,0.031
2025-09-10 01:00:00+00:00,2.7,10.0,0.0034,0.0,0.1,0.026
2025-09-10 02:00:00+00:00,1.3,8.0,0.004,0.0,0.2,0.023
2025-09-10 03:00:00+00:00,3.3,8.0,0.0035,0.0,0.1,0.023
2025-09-10 04:00:00+00:00,2.1,9.0,0.0063,0.0,0.1,0.022
2025-09-10 05:00:00+00:00,0.8,13.0,0.0045,0.0,0.1,0.023
2025-09-10 06:00:00+00:00,2.7,16.0,0.0068,0.0,0.1,0.019
