datetime,pm25,pm10,no2,so2,co,o3
2025-07-13 00:00:00+00:00,8.2,23.0,0.0059,0.0004,0.2,0.046
2025-07-13 01:00:00+00:00,6.3,21.0,0.0051,0.0003,0.2,0.045
2025-07-13 02:00:00+00:00,8.0,24.0,0.0055,0.0002,0.2,0.041
2025-07-13 03:00:00+00:00,8.2,19.0,0.0053,0.0002,0.2,0.041
2025-07-13 04:00:00+00:00,9.1,19.0,0.0049,0.0001,0.2,0.036
2025-07-13 05:00:00+00:00,8.6,11.0,0.004,0.0001,0.2,0.035
2025-07-13 06:00:00+00:00,7.2,16.0,0.0047,0.0001,0.2,0.033
2025-07-13 07:00:00+00:00,4.3,16.0,0.0042,0.0001,0.2,0.033
2025-07-13 08:00:00+00:00,8.0,12.0,0.0044,0.0001,0.2,0.033
2025-07-13 09:00:00+00:00,11.2,11.0,0.0043,0.0002,0.2,0.033
2025-07-13 10:00:00+00:00,7.3,14.0,0.0049,0.0002,0.2,0.032
2025-07-13 11:00:00+00:00,11.7,17.0,0.0058,0.0001,0.2,0.029
2025-07-13 12:00:00+00:00,13.8,15.0,0.0079,0.0001,0.2,0.025
2025-07-13 13:00:00+00:00,15.4,22.0,0.0109,0.0001,0.2,0.022
2025-07-13 14:00:00+00:00,20.0,27.0,0.0102,0.0001,0.2,0.023
2025-07-13 15:00:00+00:00,21.8,29.0,0.0122,0.0001,0.3,0.022
2025-07-13 16:00:00+00:00,21.2,28.0,0.0133,0.0002,0.3,0.025
2025-07-13 17:00:00+00:00,21.1,37.0,0.0108,0.0002,0.3,0.034
2025-07-13 18:00:00+00:00,18.4,33.0,0.0096,0.0003,0.3,0.046
2025-07-13 19:00:00+00:00,20.6,31.0,0.0102,0.0004,0.3,0.054
2025-07-13 20:00:00+00:00,11.9,22.0,0.0064,0.0003,0.3,0.056
2025-07-13 21:00:00+00:00,13.8,23.0,0.0058,0.0003,0.2,0.063
2025-07-13 22:00:00+00:00,14.1,19.0,0.0054,0.0002,0.2,0.065
2025-07-13 23:00:00+00:00,8.8,11.0,0.0048,0.0002,0.2,0.059
2025-07-14 00:00:00+00:00,3.9,11.0,0.0041,0.0002,0.2,0.047
2025-07-14 01:00:00+00:00,1.1,7.0,0.0035,0.0001,0.2,0.039
2025-07-14 02:00:00+00:00,2.2,7.0,0.0047,0.0001,0.2,0.033
2025-07-14 03:00:00+00:00,2.8,8.0,0.0046,0.0001,0.2,0.03
2025-07-14 04:00:00+00:00,2.5,11.0,0.0045,0.0001,0.2,0.029
2025-07-14 05:00:00+00:00,1.6,9.0,0.004,0.0001,0.2,0.028
2025-07-14 06:00:00+00:00,2.2,10.0,0.0037,0.0002,0.2,0.026
2025-07-14 07:00:00+00:00,3.2,7.0,0.0033,0.0001,0.2,0.025
2025-07-14 08:00:00+00:00,6.4,12.0,0.0051,0.0001,0.2,0.025
2025-07-14 09:00:00+00:00,8.2,16.0,0.0057,0.0001,0.2,0.024
2025-07-14 10:00:00+00:00,6.5,18.0,0.0089,0.0002,0.2,0.019
2025-07-14 11:00:00+00:00,11.4,17.0,0.0084,0.0001,0.2,0.018
2025-07-14 12:00:00+00:00,15.7,21.0,0.0199,0.0001,0.2,0.007
2025-07-14 13:00:00+00:00,15.0,22.0,0.0173,0.0001,0.3,0.01
2025-07-14 14:00:00+00:00,14.4,26.0,0.0163,0.0001,0.3,0.013
2025-07-14 15:00:00+00:00,13.4,26.0,0.0105,0.0001,0.3,0.02
2025-07-14 16:00:00+00:00,13.4,30.0,0.0114,0.0002,0.3,0.021
2025-07-14 17:00:00+00:00,13.1,28.0,0.016,0.0002,0.4,0.024
2025-07-14 18:00:00+00:00,21.5,42.0,0.0163,0.0003,0.4,0.038
2025-07-14 19:00:00+00:00,16.8,37.0,0.0131,0.0003,0.4,0.054
2025-07-14 20:00:00+00:00,19.7,41.0,0.0175,0.0006,0.3,0.045
2025-07-14 21:00:00+00:00,15.8,32.0,0.0119,0.0005,0.3,0.049
2025-07-14 22:00:00+00:00,10.4,19.0,0.0085,0.0004,0.2,0.05
2025-07-14 23:00:00+00:00,6.5,12.0,0.0058,0.0003,0.2,0.044
2025-07-15 00:00:00+00:00,3.5,13.0,0.0051,0.0002,0.2,0.036
2025-07-15 01:00:00+00:00,4.2,12.0,0.0055,0.0002,0.2,0.031
2025-07-15 02:00:00+00:00,4.4,12.0,0.0056,0.0002,0.2,0.027
2025-07-15 03:00:00+00:00,3.2,8.0,0.0053,0.0001,0.2,0.024
2025-07-15 04:00:00+00:00,2.5,6.0,0.0053,0.0001,0.2,0.022
2025-07-15 05:00:00+00:00,3.5,8.0,0.0054,0.0001,0.2,0.021
2025-07-15 06:00:00+00:00,6.1,9.0,0.006,0.0001,0.2,0.02
2025-07-15 07:00:00+00:00,6.4,9.0,0.0057,0.0001,0.2,0.02
2025-07-15 08:00:00+00:00,5.2,8.0,0.0067,0.0004,0.2,0.019
2025-07-15 09:00:00+00:00,15.6,19.0,0.0116,0.0005,0.2,0.013
2025-07-15 10:00:00+00:00,9.3,19.0,0.0139,0.0004,0.2,0.01
2025-07-15 11:00:00+00:00,9.8,21.0,0.011,0.0002,0.2,0.011
2025-07-15 12:00:00+00:00,6.1,15.0,0.0095,0.0001,0.2,0.013
2025-07-15 13:00:00+00:00,7.6,15.0,0.0104,0.0001,0.2,0.012
2025-07-15 14:00:00+00:00,10.7,19.0,0.0106,0.0001,0.3,0.013
2025-07-15 15:00:00+00:00,8.0,13.0,0.0087,0.0002,0.2,0.016
2025-07-15 16:00:00+00:00,6.7,15.0,0.0092,0.0002,0.3,0.02
2025-07-15 17:00:00+00:00,11.0,25.0,0.0133,0.0003,0.3,0.024
2025-07-15 18:00:00+00:00,10.4,26.0,0.01,0.0003,0.3,0.032
2025-07-15 19:00:00+00:00,8.6,29.0,0.0084,0.0003,0.2,0.037
2025-07-15 20:00:00+00:00,7.0,19.0,0.0082,0.0003,0.2,0.039
2025-07-15 21:00:00+00:00,5.5,19.0,0.0085,0.0006,0.2,0.036
2025-07-15 22:00:00+00:00,5.1,16.0,0.0078,0.0006,0.2,0.035
2025-07-15 23:00:00+00:00,3.5,14.0,0.0077,0.0005,0.2,0.036
2025-07-16 00:00:00+00:00,1.7,15.0,0.0076,0.0004,0.2,0.034
2025-07-16 01:00:00+00:00,3.2,12.0,0.009,0.0003,0.2,0.029
2025-07-16 02:00:00+00:00,2.8,12.0,0.0072,0.0003,0.2,0.025
2025-07-16 03:00:00+00:00,2.6,10.0,0.0058,0.0002,0.2,0.025
2025-07-16 04:00:00+00:00,3.5,7.0,0.0061,0.0001,0.2,0.024
2025-07-16 05:00:00+00:00,5.2,7.0,0.0067,0.0001,0.2,0.022
2025-07-16 06:00:00+00:00,6.6,12.0,0.0088,0.0002,0.2,0.02
2025-07-16 07:00:00+00:00,4.9,12.0,0.0093,0.0001,0.2,0.017
