datetime,pm25,pm10,no2,so2,co,o3
2025-09-28 00:00:00+00:00,7.9,12.0,0.0062,0.0,0.2,0.04
2025-09-28 01:00:00+00:00,12.0,18.0,0.0077,0.0001,0.2,0.036
2025-09-28 02:00:00+00:00,8.8,16.0,0.0088,0.0001,0.2,0.032
2025-09-28 03:00:00+00:00,6.4,17.0,0.0094,0.0002,0.2,0.03
2025-09-28 04:00:00+00:00,6.9,18.0,0.0092,0.0001,0.3,0.028
2025-09-28 05:00:00+00:00,9.0,17.0,0.0085,0.0,0.3,0.027
2025-09-28 06:00:00+00:00,7.3,16.0,0.0141,0.0001,0.4,0.02
2025-09-28 07:00:00+00:00,10.6,21.0,0.0169,0.0001,0.4,0.017
2025-09-28 08:00:00+00:00,10.0,16.0,0.0133,0.0001,0.3,0.02
2025-09-28 09:00:00+00:00,6.4,10.0,0.0094,0.0,0.2,0.026
2025-09-28 10:00:00+00:00,4.5,8.0,0.0058,0.0,0.1,0.03
2025-09-28 11:00:00+00:00,6.9,12.0,0.005,0.0,0.1,0.032
2025-09-28 12:00:00+00:00,6.8,14.0,0.0053,0.0,0.1,0.032
2025-09-28 13:00:00+00:00,5.0,12.0,0.0056,0.0,0.2,0.031
2025-09-28 14:00:00+00:00,6.2,15.0,0.0071,0.0,0.2,0.031
2025-09-28 15:00:00+00:00,9.0,15.0,0.0076,0.0,0.2,0.031
2025-09-28 16:00:00+00:00,10.1,8.0,0.0061,0.0,0.1,0.034
2025-09-28 17:00:00+00:00,5.8,13.0,0.0042,0.0,0.1,0.037
2025-09-28 18:00:00+00:00,4.7,13.0,0.0034,0.0,0.2,0.041
2025-09-28 19:00:00+00:00,10.7,18.0,0.0035,0.0,0.2,0.045
2025-09-28 20:00:00+00:00,7.5,16.0,0.0036,0.0,0.2,0.052
2025-09-28 21:00:00+00:00,5.7,21.0,0.0043,0.0001,0.2,0.05
2025-09-28 22:00:00+00:00,6.2,20.0,0.0027,0.0,0.2,0.047
2025-09-28 23:00:00+00:00,7.9,17.0,0.0022,0.0,0.2,0.043
