datetime,pm25,pm10,no2,so2,co,o3
2025-10-12 00:00:00+00:00,6.7,25.0,0.0073,0.0003,0.2,0.047
2025-10-12 01:00:00+00:00,6.4,27.0,0.0062,0.0001,0.2,0.042
2025-10-12 02:00:00+00:00,5.5,28.0,0.0082,0.0001,0.3,0.034
2025-10-12 03:00:00+00:00,9.3,45.0,0.0149,0.0,0.3,0.022
2025-10-12 04:00:00+00:00,13.6,43.0,0.0222,,,0.013
2025-10-12 05:00:00+00:00,11.2,34.0,0.026,0.0002,0.4,0.01
2025-10-12 06:00:00+00:00,13.0,36.0,0.025,0.0002,0.4,0.007
2025-10-12 07:00:00+00:00,12.2,36.0,0.0223,0.0001,0.5,0.007
2025-10-12 08:00:00+00:00,11.5,49.0,0.0235,,,0.002
2025-10-12 09:00:00+00:00,13.1,38.0,0.0231,,,0.002
2025-10-12 10:00:00+00:00,12.2,33.0,0.0231,,,0.001
2025-10-12 11:00:00+00:00,10.2,34.0,0.0206,,,0.001
2025-10-12 12:00:00+00:00,10.9,22.0,0.019,0.0,0.5,0.002
2025-10-12 13:00:00+00:00,11.0,35.0,0.0159,0.0,0.4,0.01
2025-10-12 14:00:00+00:00,11.1,29.0,0.0161,0.0,0.3,0.012
2025-10-12 15:00:00+00:00,10.2,26.0,0.0113,0.0,0.2,0.021
2025-10-12 16:00:00+00:00,8.7,30.0,0.0119,0.0,0.3,0.025
2025-10-12 17:00:00+00:00,12.8,33.0,0.0126,0.0001,0.3,0.03
2025-10-12 18:00:00+00:00,16.3,33.0,0.0116,0.0002,0.3,0.041
2025-10-12 19:00:00+00:00,14.8,31.0,0.0081,0.0002,0.3,0.055
2025-10-12 20:00:00+00:00,12.9,36.0,0.0078,0.0002,0.3,0.062
2025-10-12 21:00:00+00:00,9.8,33.0,0.0078,0.0004,0.2,0.057
2025-10-12 22:00:00+00:00,8.7,31.0,0.0059,0.0003,0.2,0.057
2025-10-12 23:00:00+00:00,11.5,34.0,0.0041,0.0002,0.2,0.055
2025-10-13 00:00:00+00:00,6.6,28.0,0.0043,0.0001,0.2,0.047
2025-10-13 01:00:00+00:00,6.3,29.0,0.0054,0.0001,0.2,0.045
2025-10-13 02:00:00+00:00,6.0,33.0,0.01,0.0001,0.3,0.037
2025-10-13 03:00:00+00:00,5.5,32.0,0.0207,0.0001,0.5,0.022
2025-10-13 04:00:00+00:00,7.4,63.0,0.0281,0.0001,0.7,0.01
2025-10-13 05:00:00+00:00,13.8,41.0,0.0293,,,0.008
2025-10-13 06:00:00+00:00,10.3,36.0,0.021,,,0.015
2025-10-13 07:00:00+00:00,7.1,38.0,0.0162,,,0.022
2025-10-13 08:00:00+00:00,14.4,30.0,0.0278,,,0.002
2025-10-13 09:00:00+00:00,14.3,31.0,0.0248,,,0.008
2025-10-13 10:00:00+00:00,10.6,32.0,0.0089,,,0.027
2025-10-13 11:00:00+00:00,9.1,30.0,0.007,,,0.031
2025-10-13 12:00:00+00:00,9.0,28.0,0.0089,0.0,0.2,0.028
2025-10-13 13:00:00+00:00,10.0,27.0,0.0128,0.0,0.2,0.023
2025-10-13 14:00:00+00:00,10.0,33.0,0.0195,0.0,0.3,0.021
2025-10-13 15:00:00+00:00,9.2,27.0,0.0096,0.0,0.2,0.035
2025-10-13 16:00:00+00:00,7.3,28.0,0.0117,0.0,0.2,0.035
2025-10-13 17:00:00+00:00,9.9,37.0,0.0071,0.0,0.2,0.042
2025-10-13 18:00:00+00:00,10.4,29.0,0.0047,0.0,0.1,0.047
2025-10-13 19:00:00+00:00,8.0,25.0,0.0045,0.0,0.1,0.045
2025-10-13 20:00:00+00:00,9.4,40.0,0.004,0.0,0.1,0.042
2025-10-13 21:00:00+00:00,9.2,37.0,0.0034,0.0,0.1,0.041
2025-10-13 22:00:00+00:00,9.7,50.0,0.0037,0.0,0.1,0.04
2025-10-13 23:00:00+00:00,8.9,41.0,0.004,0.0,0.1,0.038
2025-10-14 00:00:00+00:00,5.9,30.0,0.0035,0.0,0.1,0.038
2025-10-14 01:00:00+00:00,8.7,27.0,0.0049,0.0,0.1,0.035
2025-10-14 02:00:00+00:00,7.6,26.0,0.0049,0.0,0.1,0.034
2025-10-14 03:00:00+00:00,6.6,22.0,0.005,0.0,0.1,0.034
2025-10-14 04:00:00+00:00,4.2,24.0,0.0073,0.0,0.1,0.032
2025-10-14 05:00:00+00:00,6.4,20.0,0.0088,0.0,0.2,0.032
2025-10-14 06:00:00+00:00,6.0,17.0,0.006,0.0,0.1,0.032
2025-10-14 07:00:00+00:00,6.4,13.0,0.0054,0.0,0.1,0.035
2025-10-14 08:00:00+00:00,4.9,12.0,0.0064,,,0.033
2025-10-14 09:00:00+00:00,4.4,17.0,0.0064,,,0.032
2025-10-14 10:00:00+00:00,3.0,9.0,0.0069,,,0.029
2025-10-14 11:00:00+00:00,0.4,5.0,0.0071,,,0.029
2025-10-14 12:00:00+00:00,0.6,6.0,0.0093,0.0,0.1,0.024
2025-10-14 13:00:00+00:00,4.0,8.0,0.008,0.0,0.2,0.027
2025-10-14 14:00:00+00:00,5.2,6.0,0.0094,0.0,0.2,0.031
2025-10-14 15:00:00+00:00,2.4,7.0,0.0099,0.0,0.2,0.03
2025-10-14 16:00:00+00:00,0.4,8.0,0.0096,0.0,0.2,0.032
2025-10-14 17:00:00+00:00,3.0,7.0,0.005,0.0,0.2,0.036
2025-10-14 18:00:00+00:00,2.1,4.0,0.0071,,,0.033
2025-10-14 19:00:00+00:00,1.1,1.0,0.0064,,,0.034
2025-10-14 20:00:00+00:00,2.1,1.0,0.005,,,0.036
2025-10-14 21:00:00+00:00,1.4,6.0,0.0083,,,0.033
2025-10-14 22:00:00+00:00,3.4,11.0,0.0091,,,0.032
2025-10-14 23:00:00+00:00,3.9,9.0,0.0109,0.0,0.2,0.031
2025-10-15 00:00:00+00:00,3.5,8.0,0.0113,0.0,0.2,0.028
2025-10-15 01:00:00+00:00,4.3,9.0,0.0117,0.0,0.2,0.026
2025-10-15 02:00:00+00:00,4.6,9.0,0.0173,0.0,0.3,0.018
2025-10-15 03:00:00+00:00,6.6,11.0,0.0155,0.0,0.3,0.018
2025-10-15 04:00:00+00:00,5.6,8.0,0.0125,0.0,0.3,0.018
2025-10-15 05:00:00+00:00,5.8,12.0,0.0153,0.0,0.3,0.014
2025-10-15 06:00:00+00:00,6.8,28.0,0.0114,0.0,0.3,0.015
2025-10-15 07:00:00+00:00,3.3,11.0,0.0075,0.0,0.2,0.025
2025-10-15 08:00:00+00:00,-0.3,8.0,0.0105,0.0,0.2,0.02
2025-10-15 09:00:00+00:00,3.5,6.0,0.0069,0.0,0.2,0.02
2025-10-15 10:00:00+00:00,3.1,7.0,0.0058,0.0,0.1,0.02
2025-10-15 11:00:00+00:00,1.3,6.0,0.0095,0.0,0.2,0.015
2025-10-15 12:00:00+00:00,3.8,8.0,0.0189,0.0,0.3,0.004
2025-10-15 13:00:00+00:00,4.6,11.0,0.0173,0.0,0.3,0.005
2025-10-15 14:00:00+00:00,7.1,10.0,0.0184,0.0,0.4,0.005
2025-10-15 15:00:00+00:00,5.7,12.0,0.0149,0.0,0.4,0.01
2025-10-15 16:00:00+00:00,5.3,15.0,0.0139,0.0001,0.4,0.015
2025-10-15 17:00:00+00:00,3.6,12.0,0.0067,0.0,0.2,0.03
2025-10-15 18:00:00+00:00,4.3,7.0,0.0042,0.0,0.2,0.037
2025-10-15 19:00:00+00:00,4.6,7.0,0.0037,0.0,0.2,0.042
2025-10-15 20:00:00+00:00,2.5,6.0,0.0037,0.0,0.2,0.044
2025-10-15 21:00:00+00:00,0.9,14.0,0.0034,0.0,0.2,0.044
2025-10-15 22:00:00+00:00,1.6,13.0,0.0033,0.0,0.2,0.043
2025-10-15 23:00:00+00:00,2.2,14.0,0.0039,0.0,0.2,0.042
2025-10-16 00:00:00+00:00,2.3,9.0,0.0048,0.0,0.2,0.039
2025-10-16 01:00:00+00:00,1.8,8.0,0.0055,0.0,0.2,0.037
2025-10-16 02:00:00+00:00,6.4,10.0,0.0091,0.0,0.3,0.03
