datetime,pm25,pm10,no2,so2,co,o3
2025-10-19 00:00:00+00:00,9.1,29.0,0.0161,0.0004,0.4,0.062
2025-10-19 01:00:00+00:00,11.0,19.0,0.0138,0.0004,0.3,0.057
2025-10-19 02:00:00+00:00,11.7,24.0,0.0179,0.0003,0.4,0.04
2025-10-19 03:00:00+00:00,14.3,31.0,0.0225,0.0002,0.5,0.03
2025-10-19 04:00:00+00:00,16.9,33.0,0.0298,0.0002,0.7,0.016
2025-10-19 05:00:00+00:00,16.7,35.0,0.0422,0.0002,0.9,0.002
2025-10-19 06:00:00+00:00,17.5,32.0,0.0414,0.0002,1.0,0.001
2025-10-19 07:00:00+00:00,19.8,33.0,0.0389,0.0002,1.0,0.001
2025-10-19 08:00:00+00:00,16.7,36.0,0.0354,0.0002,1.0,0.001
2025-10-19 11:00:00+00:00,8.9,23.0,0.0306,0.0005,0.5,0.001
2025-10-19 12:00:00+00:00,11.1,17.0,0.0302,0.0002,0.5,0.001
2025-10-19 13:00:00+00:00,11.9,14.0,0.0292,0.0002,0.5,0.001
2025-10-19 14:00:00+00:00,9.9,19.0,0.0292,0.0002,0.5,0.003
2025-10-19 15:00:00+00:00,9.8,22.0,0.0226,0.0002,0.5,0.015
2025-10-19 16:00:00+00:00,8.5,15.0,0.0167,0.0002,0.4,0.026
2025-10-19 17:00:00+00:00,6.1,15.0,0.0144,0.0002,0.3,0.034
2025-10-19 18:00:00+00:00,14.2,27.0,0.0199,0.0004,0.4,0.042
2025-10-19 19:00:00+00:00,17.4,24.0,0.0152,0.0005,0.4,0.064
2025-10-19 20:00:00+00:00,20.5,25.0,0.015,0.0003,0.4,0.074
2025-10-19 21:00:00+00:00,7.6,19.0,0.0137,0.0007,0.3,0.066
2025-10-19 22:00:00+00:00,5.8,16.0,0.0072,0.0004,0.2,0.069
2025-10-19 23:00:00+00:00,9.0,22.0,0.0057,0.0003,0.2,0.068
2025-10-20 00:00:00+00:00,8.6,17.0,0.0062,0.0003,0.2,0.061
2025-10-20 01:00:00+00:00,10.0,23.0,0.0076,0.0003,0.3,0.056
2025-10-20 02:00:00+00:00,19.5,29.0,0.0118,0.0002,0.4,0.057
2025-10-20 03:00:00+00:00,21.9,33.0,0.0147,0.0002,0.5,0.05
2025-10-20 04:00:00+00:00,22.7,35.0,0.0266,0.0002,0.7,0.029
2025-10-20 05:00:00+00:00,22.8,40.0,0.0314,0.0001,0.7,0.018
2025-10-20 06:00:00+00:00,22.2,41.0,0.0357,0.0002,0.8,0.009
2025-10-20 07:00:00+00:00,21.8,34.0,0.0306,0.0001,0.7,0.009
2025-10-20 08:00:00+00:00,23.3,29.0,0.0297,0.0001,0.7,0.003
2025-10-20 09:00:00+00:00,18.5,27.0,0.0312,0.0001,0.7,0.001
2025-10-20 10:00:00+00:00,16.7,24.0,0.0308,0.0002,0.6,0.001
2025-10-20 11:00:00+00:00,13.5,23.0,0.0311,0.0002,0.6,0.0
2025-10-20 12:00:00+00:00,15.7,29.0,0.03,0.0002,0.7,0.0
2025-10-20 13:00:00+00:00,12.9,29.0,0.0316,0.0003,0.9,0.0
2025-10-20 14:00:00+00:00,16.8,33.0,0.0327,0.0003,0.8,0.002
2025-10-20 15:00:00+00:00,22.3,39.0,0.0327,0.0003,0.7,0.008
2025-10-20 16:00:00+00:00,11.1,40.0,0.0328,0.0003,0.6,0.014
2025-10-20 17:00:00+00:00,7.6,26.0,0.0236,0.0002,0.4,0.034
2025-10-20 18:00:00+00:00,5.5,19.0,0.0147,0.0002,0.3,0.052
2025-10-20 19:00:00+00:00,7.5,23.0,0.0153,0.0002,0.3,0.057
2025-10-20 20:00:00+00:00,8.2,23.0,0.017,0.0003,0.3,0.059
2025-10-20 21:00:00+00:00,15.0,39.0,0.0203,0.0005,0.4,0.064
2025-10-20 22:00:00+00:00,11.5,31.0,0.0161,0.0003,0.4,0.06
2025-10-20 23:00:00+00:00,8.1,19.0,0.0159,0.0003,0.3,0.057
2025-10-21 00:00:00+00:00,10.6,19.0,0.0123,0.0003,0.4,0.066
2025-10-21 01:00:00+00:00,18.8,26.0,0.0145,0.0004,0.4,0.069
2025-10-21 02:00:00+00:00,14.6,29.0,0.0186,0.0004,0.4,0.06
2025-10-21 03:00:00+00:00,20.3,35.0,0.0254,0.0003,0.6,0.044
2025-10-21 04:00:00+00:00,11.9,27.0,0.0194,0.0001,0.5,0.037
2025-10-21 05:00:00+00:00,20.1,37.0,0.0348,0.0003,0.8,0.015
