datetime,pm25,pm10,no2,so2,co,o3
2025-08-10 00:00:00+00:00,9.5,22.0,0.0043,0.0001,0.2,0.043
2025-08-10 01:00:00+00:00,7.2,16.0,0.004,0.0001,0.2,0.038
2025-08-10 02:00:00+00:00,6.4,17.0,0.0073,0.0,0.2,0.026
2025-08-10 03:00:00+00:00,6.0,16.0,0.0083,0.0,0.2,0.021
2025-08-10 04:00:00+00:00,7.6,15.0,0.0095,0.0001,0.2,0.02
2025-08-10 05:00:00+00:00,9.6,25.0,0.0134,0.0002,0.3,0.018
2025-08-10 06:00:00+00:00,11.2,24.0,0.0166,0.0003,0.3,0.012
2025-08-10 07:00:00+00:00,12.5,26.0,0.0151,0.0005,0.3,0.013
2025-08-10 08:00:00+00:00,11.8,25.0,0.0194,0.0006,0.3,0.006
2025-08-10 09:00:00+00:00,11.8,24.0,0.0185,0.0003,0.4,0.005
2025-08-10 10:00:00+00:00,9.8,25.0,0.0158,0.0003,0.3,0.006
2025-08-10 11:00:00+00:00,11.3,28.0,0.0176,0.0002,0.4,0.003
2025-08-10 12:00:00+00:00,10.3,26.0,0.0162,0.0002,0.3,0.005
2025-08-10 13:00:00+00:00,9.3,25.0,0.008,0.0001,0.2,0.014
2025-08-10 14:00:00+00:00,10.4,28.0,0.0093,0.0004,0.2,0.014
2025-08-10 15:00:00+00:00,12.3,26.0,0.0102,0.0003,0.2,0.015
2025-08-10 16:00:00+00:00,15.1,29.0,0.0099,0.0002,0.3,0.019
2025-08-10 17:00:00+00:00,16.7,42.0,0.0119,0.0002,0.3,0.025
2025-08-10 18:00:00+00:00,16.1,36.0,0.011,0.0003,0.3,0.039
2025-08-10 19:00:00+00:00,15.8,37.0,0.0082,0.0002,0.3,0.06
2025-08-10 20:00:00+00:00,19.5,37.0,0.008,0.0003,0.3,0.067
2025-08-10 21:00:00+00:00,20.7,41.0,0.0067,0.0004,0.3,0.06
2025-08-10 22:00:00+00:00,15.3,33.0,0.0057,0.0003,0.2,0.058
2025-08-10 23:00:00+00:00,13.8,30.0,0.0053,0.0003,0.2,0.056
2025-08-11 00:00:00+00:00,12.4,26.0,0.0047,0.0001,0.2,0.047
2025-08-11 01:00:00+00:00,10.7,20.0,0.0052,0.0001,0.2,0.039
2025-08-11 02:00:00+00:00,8.5,17.0,0.0075,0.0,0.2,0.029
2025-08-11 03:00:00+00:00,11.2,17.0,0.0069,0.0,0.2,0.028
2025-08-11 04:00:00+00:00,8.0,15.0,0.0079,0.0,0.3,0.024
2025-08-11 05:00:00+00:00,6.0,14.0,0.0084,0.0,0.3,0.02
2025-08-11 06:00:00+00:00,10.5,13.0,0.0107,0.0001,0.3,0.016
2025-08-11 07:00:00+00:00,9.9,16.0,0.0105,0.0,0.3,0.014
2025-08-11 08:00:00+00:00,8.9,14.0,0.0113,0.0,0.3,0.01
2025-08-11 09:00:00+00:00,7.5,16.0,0.0136,0.0,0.4,0.008
2025-08-11 10:00:00+00:00,7.2,14.0,0.0121,0.0,0.3,0.008
2025-08-11 11:00:00+00:00,7.8,13.0,0.0131,0.0,0.4,0.005
2025-08-11 12:00:00+00:00,8.8,24.0,0.0199,0.0001,0.6,0.0
2025-08-11 13:00:00+00:00,9.6,22.0,0.0195,0.0002,0.8,0.0
2025-08-11 14:00:00+00:00,13.3,30.0,0.0222,0.0003,0.6,0.004
2025-08-11 15:00:00+00:00,16.3,31.0,0.0224,0.0004,0.5,0.01
2025-08-11 16:00:00+00:00,21.6,49.0,0.0283,0.0005,0.5,0.013
2025-08-11 17:00:00+00:00,19.9,46.0,0.026,0.0008,0.5,0.026
2025-08-11 18:00:00+00:00,17.9,41.0,0.0181,0.0006,0.4,0.045
2025-08-11 19:00:00+00:00,19.9,47.0,0.0164,0.0008,0.4,0.052
2025-08-11 20:00:00+00:00,15.5,42.0,0.017,0.0015,0.3,0.043
2025-08-11 21:00:00+00:00,15.5,43.0,0.0124,0.0012,0.3,0.051
2025-08-11 22:00:00+00:00,16.3,39.0,0.0112,0.0008,0.3,0.048
2025-08-11 23:00:00+00:00,13.4,34.0,0.0097,0.0005,0.2,0.041
2025-08-12 00:00:00+00:00,8.0,28.0,0.0103,0.0005,0.2,0.035
2025-08-12 01:00:00+00:00,10.3,25.0,0.0071,0.0003,0.2,0.035
2025-08-12 02:00:00+00:00,13.7,26.0,0.0077,0.0001,0.3,0.029
2025-08-12 03:00:00+00:00,9.7,23.0,0.0089,0.0001,0.3,0.027
2025-08-12 04:00:00+00:00,13.1,27.0,0.0113,0.0003,0.3,0.023
2025-08-12 05:00:00+00:00,17.9,36.0,0.0141,0.0005,0.3,0.017
2025-08-12 06:00:00+00:00,12.2,31.0,0.0218,0.0003,0.3,0.011
2025-08-12 07:00:00+00:00,12.3,31.0,0.0231,0.0003,0.3,0.007
2025-08-12 08:00:00+00:00,9.0,19.0,0.0142,0.0003,0.2,0.013
2025-08-12 09:00:00+00:00,6.5,15.0,0.0127,0.0001,0.2,0.014
2025-08-12 10:00:00+00:00,7.7,19.0,0.0125,0.0001,0.1,0.011
2025-08-12 11:00:00+00:00,8.2,10.0,0.009,0.0,0.2,0.012
2025-08-12 12:00:00+00:00,8.7,17.0,0.0134,0.0,0.2,0.008
2025-08-12 13:00:00+00:00,9.6,21.0,0.0196,0.0,0.3,0.004
2025-08-12 14:00:00+00:00,12.8,22.0,0.0195,0.0001,0.3,0.006
2025-08-12 15:00:00+00:00,15.9,30.0,0.0171,0.0001,0.3,0.01
2025-08-12 16:00:00+00:00,15.3,33.0,0.0132,0.0001,0.3,0.015
2025-08-12 17:00:00+00:00,16.1,35.0,0.012,0.0001,0.3,0.021
2025-08-12 18:00:00+00:00,16.2,36.0,0.0137,0.0001,0.3,0.031
2025-08-12 19:00:00+00:00,13.9,39.0,0.0109,0.0001,0.3,0.044
2025-08-12 20:00:00+00:00,14.5,43.0,0.0089,0.0002,0.3,0.053
2025-08-12 21:00:00+00:00,13.5,40.0,0.0109,0.0007,0.3,0.049
2025-08-12 22:00:00+00:00,10.2,36.0,0.0092,0.0005,0.2,0.044
2025-08-12 23:00:00+00:00,12.5,33.0,0.0067,0.0003,0.2,0.044
2025-08-13 00:00:00+00:00,10.3,30.0,0.0059,0.0002,0.2,0.039
2025-08-13 01:00:00+00:00,12.3,28.0,0.0057,0.0001,0.2,0.039
2025-08-13 02:00:00+00:00,10.1,32.0,0.0061,0.0001,0.2,0.041
2025-08-13 03:00:00+00:00,12.1,29.0,0.0056,0.0,0.2,0.037
2025-08-13 04:00:00+00:00,11.4,24.0,0.0066,0.0,0.2,0.032
2025-08-13 05:00:00+00:00,11.4,23.0,0.0074,0.0,0.2,0.03
