datetime,pm25,pm10,no2,so2,co,o3
2025-08-24 00:00:00+00:00,19.1,35.0,0.0058,0.0003,0.3,0.066
2025-08-24 01:00:00+00:00,15.8,34.0,0.0059,0.0003,0.3,0.067
2025-08-24 02:00:00+00:00,14.2,30.0,0.01,0.0004,0.3,0.045
2025-08-24 03:00:00+00:00,15.0,29.0,0.0161,0.0007,0.3,0.032
2025-08-24 04:00:00+00:00,13.6,30.0,0.0181,0.0006,0.4,0.022
2025-08-24 05:00:00+00:00,11.1,27.0,0.0182,0.0004,0.4,0.017
2025-08-24 06:00:00+00:00,10.9,27.0,0.0207,0.0003,0.4,0.014
2025-08-24 07:00:00+00:00,19.8,37.0,0.0198,0.0008,0.4,0.015
2025-08-24 08:00:00+00:00,9.8,26.0,0.0144,0.0003,0.3,0.017
2025-08-24 09:00:00+00:00,12.2,24.0,0.0142,0.0002,0.3,0.013
2025-08-24 10:00:00+00:00,8.5,24.0,0.0172,0.0003,0.4,0.005
2025-08-24 11:00:00+00:00,9.2,23.0,0.0163,0.0002,0.4,0.005
2025-08-24 12:00:00+00:00,8.4,24.0,0.0117,0.0001,0.3,0.01
2025-08-24 13:00:00+00:00,9.5,19.0,0.0129,0.0001,0.3,0.009
2025-08-24 14:00:00+00:00,9.6,13.0,0.0079,0.0002,0.3,0.016
2025-08-24 15:00:00+00:00,7.6,20.0,0.008,0.0002,0.3,0.02
2025-08-24 16:00:00+00:00,13.0,27.0,0.0097,0.0003,0.3,0.034
2025-08-24 17:00:00+00:00,12.5,26.0,0.0102,0.0004,0.4,0.05
2025-08-24 18:00:00+00:00,15.5,26.0,0.0067,0.0004,0.3,0.064
2025-08-24 19:00:00+00:00,10.6,21.0,0.0058,0.0005,0.2,0.056
2025-08-24 20:00:00+00:00,9.8,21.0,0.0054,0.0004,0.2,0.057
2025-08-24 21:00:00+00:00,10.0,18.0,0.0037,0.0003,0.2,0.051
2025-08-24 22:00:00+00:00,11.3,22.0,0.0034,0.0003,0.2,0.048
2025-08-24 23:00:00+00:00,9.1,20.0,0.0031,0.0002,0.2,0.048
2025-08-25 00:00:00+00:00,8.9,13.0,0.0044,0.0002,0.2,0.047
2025-08-25 01:00:00+00:00,9.9,20.0,0.0054,0.0002,0.2,0.04
2025-08-25 02:00:00+00:00,7.8,21.0,0.007,0.0002,0.3,0.033
2025-08-25 03:00:00+00:00,11.5,19.0,0.0066,0.0001,0.3,0.029
2025-08-25 04:00:00+00:00,7.4,18.0,0.0074,0.0001,0.3,0.025
2025-08-25 05:00:00+00:00,6.8,19.0,0.0079,0.0001,0.3,0.023
2025-08-25 06:00:00+00:00,7.9,18.0,0.0082,0.0002,0.3,0.019
2025-08-25 07:00:00+00:00,7.5,17.0,0.0109,0.0001,0.3,0.015
2025-08-25 08:00:00+00:00,8.0,19.0,0.0231,0.0001,0.4,0.003
2025-08-25 09:00:00+00:00,9.8,18.0,0.0216,0.0001,0.4,0.004
2025-08-25 10:00:00+00:00,7.7,18.0,0.0155,0.0002,0.4,0.007
2025-08-25 11:00:00+00:00,8.2,20.0,0.015,0.0001,0.4,0.007
2025-08-25 12:00:00+00:00,7.1,19.0,0.0177,0.0001,0.4,0.002
2025-08-25 13:00:00+00:00,7.6,27.0,0.024,0.0002,0.6,0.001
2025-08-25 14:00:00+00:00,8.8,41.0,0.0243,0.0003,0.6,0.003
2025-08-25 15:00:00+00:00,10.5,31.0,0.0191,0.0003,0.7,0.011
2025-08-25 16:00:00+00:00,13.2,37.0,0.02,0.0004,0.5,0.019
2025-08-25 17:00:00+00:00,13.2,39.0,0.0212,0.0006,0.5,0.03
2025-08-25 18:00:00+00:00,16.1,40.0,0.0204,0.0007,0.5,0.045
2025-08-25 19:00:00+00:00,17.6,45.0,0.0171,0.0008,0.4,0.062
2025-08-25 20:00:00+00:00,12.5,44.0,0.0097,0.0007,0.3,0.062
2025-08-25 21:00:00+00:00,15.2,35.0,0.0062,0.0006,0.3,0.058
2025-08-25 22:00:00+00:00,15.0,35.0,0.0069,0.0006,0.3,0.064
2025-08-25 23:00:00+00:00,11.6,22.0,0.0066,0.0006,0.2,0.066
2025-08-26 00:00:00+00:00,9.7,22.0,0.0088,0.0004,0.2,0.052
2025-08-26 01:00:00+00:00,11.1,29.0,0.0116,0.0004,0.2,0.037
2025-08-26 02:00:00+00:00,14.3,21.0,0.0086,0.0002,0.3,0.032
2025-08-26 03:00:00+00:00,9.6,24.0,0.0089,0.0001,0.3,0.026
2025-08-26 04:00:00+00:00,12.0,23.0,0.0095,0.0001,0.3,0.023
2025-08-26 05:00:00+00:00,11.1,20.0,0.0093,0.0001,0.3,0.021
2025-08-26 06:00:00+00:00,8.6,17.0,0.0093,0.0001,0.3,0.019
2025-08-26 07:00:00+00:00,12.3,19.0,0.0225,0.0001,0.3,0.006
2025-08-26 08:00:00+00:00,8.7,22.0,0.0152,0.0001,0.3,0.01
2025-08-26 09:00:00+00:00,10.2,22.0,0.0142,0.0001,0.3,0.009
2025-08-26 10:00:00+00:00,7.5,26.0,0.0178,0.0002,0.3,0.006
2025-08-26 11:00:00+00:00,7.6,26.0,0.0187,0.0003,0.3,0.005
2025-08-26 12:00:00+00:00,11.4,24.0,0.0175,0.0002,0.3,0.006
2025-08-26 13:00:00+00:00,13.3,28.0,0.0208,0.0002,0.3,0.003
2025-08-26 14:00:00+00:00,13.4,26.0,0.017,0.0001,0.3,0.008
2025-08-26 15:00:00+00:00,16.5,27.0,0.0151,0.0001,0.3,0.013
2025-08-26 16:00:00+00:00,13.9,30.0,0.0138,0.0,0.3,0.017
2025-08-26 17:00:00+00:00,10.6,33.0,0.0119,0.0,0.3,0.022
2025-08-26 18:00:00+00:00,11.9,30.0,0.0119,0.0001,0.3,0.032
2025-08-26 19:00:00+00:00,15.5,41.0,0.0123,0.0002,0.3,0.047
2025-08-26 20:00:00+00:00,14.8,38.0,0.0104,0.0003,0.3,0.064
2025-08-26 21:00:00+00:00,14.0,38.0,0.0099,0.0004,0.3,0.042
2025-08-26 22:00:00+00:00,9.4,43.0,0.0088,0.0005,0.3,0.055
